number,actualNumRPs,actualSeed,autoShootingPositions,avgAgility,avgBallControl,avgDefense,avgDrivingAbility,avgGearControl,avgGearGroundIntakesTele,avgGearLoaderIntakesTele,avgGearsEjectedTele,avgGearsFumbledTele,avgGearsPlacedAuto,avgGearsPlacedByLiftAuto,avgGearsPlacedByLiftTele,avgGearsPlacedTele,avgHighShotsAuto,avgHighShotsTele,avgHopperShotTime,avgHoppersOpenedAuto,avgHoppersOpenedTele,avgKeyShotTime,avgLowShotsAuto,avgLowShotsTele,avgSpeed,baselineReachedPercentage,disabledPercentage,disfunctionalPercentage,firstPickAbility,firstPickRotorBonusChance,gearScoringPositionsAuto,incapacitatedPercentage,liftoffAbility,liftoffPercentage,numMatchesPlayed,overallSecondPickAbility,pitAllImageURLs,pitAvailableWeight,pitCheesecake,pitDriveTrain,pitOrganization,pitProgrammingLanguage,pitSelectedImageName,predictedNumRPs,predictedSeed,RScoreAgility,RScoreBallControl,RScoreDefense,RScoreDrivingAbility,RScoreGearControl,RScoreSpeed,sdBaselineReachedPercentage,sdGearsPlacedAuto,sdGearsPlacedTele,sdHighShotsAuto,sdHighShotsTele,sdLiftoffAbility,sdLowShotsAuto,sdLowShotsTele
852,1.11,14,,1.8888888888888888,1.3333333333333333,,-0.4088534039093147,2.0,0.0,1.7777777777777777,0.0,0.2222222222222222,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.7777777777777778, 'lift2': 0.5555555555555556, 'lift3': 0.8888888888888888}",2.2222222222222223,0.0,0.0,,0.0,0.0,,0.0,0.0,1.2222222222222223,0.7777777777777778,0.0,0.0,90.37537537537537,0.0,,0.0,33.333333333333336,0.6666666666666666,9,-0.4088534039093147,{'-KetUs9srwfs93yUarZ8': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/852_2017-03-10%2010:30:32.0810%20-0800.png?alt=media&token=8cedd617-ca4b-4aa2-9ea8-655860a03616'},30,,,Okay,Java,852_2017-03-10 10:30:32.0810 -0800,1.1111111111111112,20,-0.0924383034089655,-0.9492202543285863,-0.9233649819401205,-0.4378235111338463,0.11015818802951964,-1.381675191326165,0.41573970964154905,0.0,0.6285393610547089,0.0,0.0,23.570226039551585,0.0,0.0
4415,0.77,35,"[None, 'Other  ']",2.7777777777777777,2.111111111111111,3.0,1.4728818792325782,2.7777777777777777,2.1666666666666665,0.3888888888888889,0.1111111111111111,0.7037037037037037,0.2222222222222222,"{'lift1': 0.2222222222222222, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 1.2222222222222223, 'lift2': 0.8333333333333334, 'lift3': 0.3888888888888889}",2.4444444444444446,0.0,0.0,,0.0,0.1111111111111111,,0.0,0.0,2.5555555555555554,0.6666666666666666,0.0,0.1111111111111111,96.9918699186992,0.0,['lift1'],0.1111111111111111,33.333333333333336,0.6666666666666666,7,1.309228337095625,{'-KetDtF_3_7XTfKx_PRE': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/4415_2017-03-10%2009:17:20.0830%20-0800.png?alt=media&token=63f337c9-c89b-44a6-984e-35a2cb136f8f'},5,,,Good,Java,4415_2017-03-10 09:17:20.0830 -0800,0.9907031977252083,25,1.603015456677437,0.44525826174243355,1.4699155778679123,1.5772458042053075,1.6062177901641725,1.135736560920506,0.4714045207910317,0.41573970964154905,1.3217085837078133,0.0,0.0,23.570226039551585,0.0,0.0
1072,1.33,7,,2.111111111111111,1.8888888888888888,3.0,0.8135088861037548,2.4444444444444446,0.0,2.5,0.1111111111111111,1.2962962962962965,0.6666666666666666,"{'lift1': 0.6666666666666666, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 1.0555555555555556, 'lift2': 0.6666666666666666, 'lift3': 0.4259259259259259}",2.148148148148148,0.0,0.0,,0.0,0.1111111111111111,,0.0,0.0,2.7777777777777777,0.8888888888888888,0.0,0.0,100.19247594050742,0.0,['lift1'],0.0,44.44444444444444,0.8888888888888888,9,0.8135088861037548,{'-KetZhU5cYLkfD8ywF6T': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/1072_2017-03-10%2010:50:47.4320%20-0800.png?alt=media&token=7fdd8da6-7244-4186-91ef-2941da134dbc'},30,,,Okay,Java,1072_2017-03-10 10:50:47.4320 -0800,1.3333333333333333,14,0.33142513661263534,0.04683582857928492,1.4699155778679123,0.871151648602956,0.9650493892493218,1.5553051862949512,0.3142696805273545,0.4714045207910317,1.4042361933428797,0.0,0.0,15.713484026367722,0.0,0.0
3256,1.33,8,,2.6666666666666665,1.7777777777777777,,1.4608174012356003,2.4444444444444446,0.0,2.3333333333333335,0.05555555555555555,1.5555555555555556,0.8333333333333334,"{'lift1': 0.8333333333333334, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.6481481481481483, 'lift2': 0.5555555555555556, 'lift3': 0.3333333333333333}",1.5370370370370372,0.0,0.0,,0.0,0.2222222222222222,17.666666666666668,0.0,0.0,3.0,0.8888888888888888,0.0,0.0,93.487922705314,0.0,['lift1'],0.0,33.333333333333336,0.6666666666666666,9,1.4608174012356003,{'-KettQ8ffQWdpe3Flli0': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3256_2017-03-10%2012:23:59.7920%20-0800.png?alt=media&token=e7f8895c-369a-4c0b-9c79-d2491482e98d'},0,,,Good,Java,3256_2017-03-10 12:23:59.7920 -0800,1.3333333333333333,15,1.3910837366666366,-0.1523753880022894,-0.9233649819401205,1.5643264740343263,0.9650493892493218,1.9748738116693967,0.3142696805273545,0.3333333333333333,0.7017516785739414,0.0,0.0,23.570226039551585,0.0,0.0
3970,0.44,42,,2.0,2.5555555555555554,,0.07312793450704227,2.3333333333333335,1.4814814814814816,0.0,0.0,0.3333333333333333,0.2222222222222222,"{'lift1': 0.2222222222222222, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.6666666666666666, 'lift2': 0.3333333333333333, 'lift3': 0.4444444444444444}",1.4444444444444444,0.0,0.0,,0.0,0.3333333333333333,9.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,0.0,78.33333333333334,0.0,['lift1'],0.0,27.77777777777778,0.5555555555555556,9,0.07312793450704227,"{'-KeuKfxvp4LrTllZqIIC': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3970_2017-03-10%2014:22:18.9030%20-0800.png?alt=media&token=9edd5c7a-0bbb-4360-bd70-1266956f5f14', '-KeuJzEUgqcEyMbB_Yfw': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3970_2017-03-10%2014:22:18.9030%20-0800.png?alt=media&token=0f50c449-5fe5-4ae9-bea4-f8adb79bbe63'}",,,,Okay,Java,3970_2017-03-10 14:22:18.9030 -0800,0.4444444444444444,44,0.11949341660183493,1.24210312806873,-0.9233649819401205,0.07830955726845444,0.7513265889443713,-0.5425379405772746,0.4714045207910317,0.41573970964154905,0.8314794192830981,0.0,0.0,24.845199749997665,0.0,0.0
1678,1.66,2,"[None, 'Hopper']",2.6666666666666665,3.111111111111111,,1.331617594645422,2.5555555555555554,1.3888888888888888,0.4444444444444444,0.0,0.6666666666666666,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.5, 'lift2': 0.5555555555555556, 'lift3': 0.8333333333333334}",1.8888888888888888,24.203954030566607,40.901365421527686,13.073456790123457,0.4444444444444444,0.8888888888888888,12.0,0.0,0.0,2.6666666666666665,1.0,0.0,0.0,122.83774250440916,0.0,,0.0,38.888888888888886,0.7777777777777778,9,1.331617594645422,{'-Ket6-Dev36KZ5HsSzjE': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/1678_2017-03-10%2008:44:03.6290%20-0800.png?alt=media&token=fbbfd01e-c0f1-4d67-824d-f97bf9ad22cc'},0,,,Good,C++,1678_2017-03-10 08:44:03.6290 -0800,1.6666666666666667,3,1.3910837366666366,2.2381592109766015,-0.9233649819401205,1.4259719625682254,1.1787721895542715,1.3455208736077284,0.0,0.0,0.8748897637790901,19.96411816093071,46.25593938523155,20.78698548207745,0.0,0.0
2367,0.44,46,,0.7777777777777778,0.7777777777777778,,-2.232400202396319,0.8888888888888888,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.1111111111111111, 'lift2': 0.3333333333333333, 'lift3': 0.0}",0.4444444444444444,0.0,0.0,,0.0,0.0,,0.0,0.0,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.6666666666666666,31.03174603174603,0.0,,0.4444444444444444,5.555555555555555,0.1111111111111111,9,-0.7441334007987731,{'-KeuJG-9p9FdiXfcQo4W': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/2367_2017-03-10%2014:20:58.3980%20-0800.png?alt=media&token=d6e2d1c5-5a5e-4a59-8ed8-8f1064448df2'},43,,,Okay,C++,2367_2017-03-10 14:20:58.3980 -0800,0.4444444444444444,43,-2.2117555035169687,-1.9452763372364574,-0.9233649819401205,-2.390581282981945,-2.027069815019985,-2.430596754762278,0.31426968052735443,0.0,0.6849348892187752,0.0,0.0,15.713484026367722,0.0,0.0
1388,0.88,28,,2.2222222222222223,2.2222222222222223,2.6666666666666665,0.40240221949693117,1.7777777777777777,0.0,0.0,0.0,0.2222222222222222,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.1111111111111111, 'lift2': 0.3333333333333333, 'lift3': 0.3333333333333333}",0.7777777777777778,0.0,16.666666666666668,,0.0,0.3333333333333333,,0.0,0.0,2.3333333333333335,0.2222222222222222,0.0,0.0,53.33333333333334,0.0,,0.0,16.666666666666668,0.3333333333333333,9,0.40240221949693117,{'-KetdGwUA8AfNDtmW_iZ': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/1388_2017-03-10%2011:11:29.7070%20-0800.png?alt=media&token=13d93d79-6990-4564-8813-235e615f5cc8'},3,,,Good,C++,1388_2017-03-10 11:11:29.7070 -0800,0.8888888888888888,26,0.5433568566234358,0.6444694783240079,1.2039955156670197,0.430915215438139,-0.31728741258038146,0.7161679355460613,0.41573970964154905,0.0,0.41573970964154905,0.0,47.14045207910317,23.570226039551585,0.0,0.0
3189,0.88,31,,1.6666666666666667,1.5555555555555556,2.0,-0.11556983891898032,2.2222222222222223,0.1111111111111111,2.0555555555555554,0.2222222222222222,1.6851851851851851,0.3888888888888889,"{'lift1': 0.3888888888888889, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.3333333333333333, 'lift2': 0.3888888888888889, 'lift3': 0.4444444444444444}",1.1666666666666667,0.0,0.0,,0.0,0.2222222222222222,,0.0,0.0,2.0,0.7777777777777778,0.0,0.0,76.14695340501791,0.0,['lift1'],0.0,16.666666666666668,0.3333333333333333,9,-0.11556983891898032,{'-KeuM83EKA3XVHf16gR1': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3189_2017-03-10%2014:30:09.3380%20-0800.png?alt=media&token=ca033ae9-30f3-496c-a8d9-2bb27c422ae2'},20,,,Okay,Java,3189_2017-03-10 14:30:09.3380 -0800,0.8888888888888888,29,-0.5163017434305659,-0.5507978211654376,0.6721553912652346,-0.12375876578956947,0.5376037886394207,0.08681499748439316,0.41573970964154905,0.45812284729085123,0.74535599249993,0.0,0.0,23.570226039551585,0.0,0.0
751,1.66,3,,2.6666666666666665,1.4444444444444444,,1.2847352287040894,3.0,0.0,2.888888888888889,0.0,0.7222222222222222,0.2222222222222222,"{'lift1': 0.2222222222222222, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.5, 'lift2': 1.7222222222222223, 'lift3': 0.6666666666666666}",2.888888888888889,0.0,0.0,,0.0,0.1111111111111111,,0.0,0.0,2.2222222222222223,1.0,0.0,0.0,104.55555555555556,0.0,['lift1'],0.0,38.888888888888886,0.7777777777777778,9,1.2847352287040892,{'-KetFuchRAWzvR9PStnY': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/751_2017-03-10%2009:27:02.6470%20-0800.png?alt=media&token=6b885da1-bdb6-4c32-8fa4-19afe84823c3'},5,,,Bad,Java,751_2017-03-10 09:27:02.6470 -0800,1.6666666666666667,4,1.3910837366666366,-0.750009037747012,-0.9233649819401205,1.3757676549351432,2.0336633907740738,0.5063836228588385,0.0,0.41573970964154905,0.9938079899999066,0.0,0.0,20.78698548207745,0.0,0.0
4276,1.11,20,,2.3333333333333335,2.2222222222222223,,0.8257806004866217,2.6666666666666665,2.296296296296296,0.0,0.0,0.2222222222222222,0.2222222222222222,"{'lift1': 0.2222222222222222, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 1.6666666666666667, 'lift2': 0.5555555555555556, 'lift3': 0.5555555555555556}",2.7777777777777777,0.0,4.863042483619527,,0.0,0.4444444444444444,14.916666666666666,0.0,0.0,2.2222222222222223,0.6666666666666666,0.0,0.0,103.136165676358,0.0,['lift1'],0.0,16.666666666666668,0.3333333333333333,9,0.8257806004866218,{'-KetsawEV6Me7JPCmBzm': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/4276_2017-03-10%2012:16:02.2280%20-0800.png?alt=media&token=3183d2bd-ee06-49d5-bef7-ebf2d07d94d6'},10,,,Okay,Java,4276_2017-03-10 12:16:02.2280 -0800,1.1111111111111112,24,0.7552885766342362,0.6444694783240079,-0.9233649819401205,0.8842928992990863,1.392494989859222,0.5063836228588385,0.4714045207910317,0.41573970964154905,1.4740554623801778,0.0,5.641001649564966,23.570226039551585,0.0,0.0
2813,0.66,41,"[None, 'Other  ']",1.625,2.25,,-0.6855481471885099,1.75,0.0,0.25,0.0,0.33333333333333337,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0625, 'lift2': 0.0, 'lift3': 0.0}",0.0625,0.0,0.0,,0.0,0.25,9.291666666666666,0.0,4.407786885245901,1.375,0.5,0.125,0.125,5.552031678431831,0.0,,0.0,6.25,0.125,8,-0.5998546287899461,{'-KetHfmifGPqDgKmS9z6': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/2813_2017-03-10%2009:33:35.9660%20-0800.png?alt=media&token=ce4112c5-e1ef-474d-bc06-f9b35faa85c4'},5,,,Good,Java,2813_2017-03-10 09:33:35.9660 -0800,0.5778575000436776,39,-0.5957761384346162,0.6942722824694013,-0.9233649819401205,-0.7341240013742197,-0.37071811265661886,-1.093221761381234,0.5,0.0,0.16535945694153692,0.0,0.0,16.535945694153693,0.0,6.303142452534425
