NEChampionship,necmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
236,Techno-Ticks,3,4.33,0.24,0.08,0.13,0.45,0.00,26.85,0.45,-1.00,-1.00,8.95,31.31,-0.25,2.91,0.93,0.33,0.33,0.40,-0.03,23.27,1.60,-1.00,-1.00,51.03,0.03,0.27,0.23,26.83,0.69,-1.00,-1.00,0.00,-0.03,-0.00,0.06,0.09,0.10,2.22,2.91,50.12,1.03,2.05,-1.00,-1.00,1.06,85.25,81.86,0.14,0.39,1566,,,,,
238,Crusaders,3,4.76,-0.34,-0.09,-0.18,0.45,0.00,27.15,0.45,-1.00,-1.00,9.05,31.73,-1.59,5.58,1.54,0.33,0.34,0.41,-0.02,24.28,1.74,-1.00,-1.00,58.73,0.15,0.38,0.14,32.92,0.94,-1.00,-1.00,0.00,-0.02,0.11,0.01,0.19,0.10,5.30,2.49,51.43,1.06,2.19,-1.00,-1.00,1.36,92.95,91.07,0.35,24.86,1577,,,,,
348,Norwell Robotics,3,4.82,-0.40,-0.08,-0.20,0.72,0.00,43.37,0.72,-1.00,-1.00,14.46,47.98,-0.84,1.48,0.45,0.33,0.34,0.66,0.05,26.19,2.90,-1.00,-1.00,76.45,0.37,0.26,0.36,49.81,0.93,-1.00,-1.00,0.01,0.05,-0.19,0.26,-0.02,-0.23,-1.49,-4.48,69.56,1.38,3.62,-1.00,-1.00,0.25,119.96,125.33,0.61,76.21,1636,,,,,
501,The PowerKnights,3,4.47,0.38,-0.15,-0.05,0.52,0.00,31.22,0.52,-1.00,-1.00,10.41,35.63,-1.03,-0.08,-0.11,0.33,0.35,0.35,-0.04,18.53,1.30,-1.00,-1.00,51.14,0.15,0.24,0.27,32.72,0.75,-1.00,-1.00,0.00,-0.04,0.19,0.54,-0.09,0.77,-1.28,22.06,49.74,0.98,1.82,-1.00,-1.00,-0.16,108.83,104.65,0.38,46.76,1576,,,,,
558,Elm City Robo Squad,3,5.26,-0.01,0.24,0.24,0.32,0.00,18.99,0.32,-1.00,-1.00,6.33,24.49,-0.33,-0.88,-0.37,0.33,0.33,0.51,0.22,42.86,3.67,-1.00,-1.00,62.52,-0.26,0.41,0.26,20.03,0.61,-1.00,-1.00,0.02,0.22,-0.06,0.08,0.06,0.02,1.23,1.01,61.85,1.39,3.98,-1.00,-1.00,-0.14,88.01,109.88,0.19,7.23,1541,,,,,
716,Who'sCTEKS,3,5.00,0.33,1.14,1.21,0.27,0.00,16.34,0.27,-1.00,-1.00,5.45,22.55,-1.58,-0.16,-0.24,0.33,0.33,-0.13,-0.04,8.85,-0.38,-1.00,-1.00,37.83,0.29,0.06,0.23,29.22,0.89,-1.00,-1.00,0.00,-0.04,0.00,0.09,0.07,0.37,1.66,9.68,25.20,0.49,-0.11,-1.00,-1.00,0.97,70.06,65.71,0.01,-31.75,1445,,,,,
1058,PVC Pirates,3,2.45,0.06,0.86,0.88,0.33,0.00,19.59,0.33,-1.00,-1.00,6.53,22.92,-0.58,0.34,-0.03,0.33,0.40,0.63,0.08,44.63,3.46,-1.00,-1.00,75.19,0.13,0.06,0.42,30.58,0.71,-1.00,-1.00,-0.01,0.08,-0.11,0.11,0.14,-0.10,2.87,-1.84,64.23,1.44,3.79,-1.00,-1.00,0.84,96.27,103.80,0.11,5.52,1536,,,,,
1071,Team Max,3,5.31,0.67,0.51,0.67,0.61,0.00,36.77,0.61,-1.00,-1.00,12.26,42.76,0.12,-4.09,-1.32,0.33,0.39,0.54,-0.02,25.65,2.24,-1.00,-1.00,61.54,0.20,0.33,0.22,37.21,0.95,-1.00,-1.00,-0.00,-0.02,0.12,0.08,0.02,0.09,1.02,2.54,62.42,1.25,2.85,-1.00,-1.00,-0.65,106.84,105.32,0.16,18.82,1563,,,,,
1073,The Force Team,3,5.47,-0.03,0.44,0.44,0.34,0.00,20.67,0.34,-1.00,-1.00,6.89,26.58,-0.67,4.40,1.17,0.33,0.32,0.51,-0.01,32.62,2.30,-1.00,-1.00,73.67,0.23,0.14,0.43,39.87,0.89,-1.00,-1.00,0.00,-0.01,-0.06,0.11,0.47,0.22,11.39,6.05,53.30,1.16,2.64,-1.00,-1.00,1.62,106.30,105.43,0.25,32.91,1493,,,,,
1153,Robo-Rebels,3,5.64,-0.25,-0.42,-0.50,0.48,0.00,28.58,0.48,-1.00,-1.00,9.53,33.73,-0.17,-4.81,-1.58,0.33,0.34,0.58,0.05,33.35,2.85,-1.00,-1.00,80.68,0.20,0.21,0.57,48.92,0.82,-1.00,-1.00,-0.07,0.05,0.31,0.02,0.27,0.13,8.34,3.23,61.93,1.31,3.33,-1.00,-1.00,-2.08,117.65,121.58,0.41,33.76,1510,,,,,
1519,Mechanical Mayhem,3,5.69,-0.20,5.67,5.61,0.24,0.00,14.48,0.24,-1.00,-1.00,4.83,25.78,-1.23,6.40,1.79,0.34,0.36,0.59,-0.03,40.60,2.64,-1.00,-1.00,61.22,-0.05,0.19,0.23,18.84,0.72,-1.00,-1.00,0.04,-0.03,0.05,0.23,0.13,0.39,3.47,10.94,55.07,1.26,2.89,-1.00,-1.00,7.39,97.94,95.58,0.47,42.51,1647,,,,,
1721,Tidal Force,3,4.14,-0.05,-0.09,-0.10,0.52,0.00,31.31,0.52,-1.00,-1.00,10.44,35.34,-0.12,-0.60,-0.16,0.33,0.33,0.47,0.20,32.11,3.18,-1.00,-1.00,91.63,0.46,0.58,0.16,59.68,0.93,-1.00,-1.00,0.00,0.20,0.32,-0.05,-0.08,-0.20,-0.32,-5.28,63.41,1.32,3.70,-1.00,-1.00,-0.26,121.69,141.29,0.52,44.16,1497,,,,,
1757,Wolverines,3,5.83,-0.04,1.57,1.56,0.17,0.00,10.49,0.17,-1.00,-1.00,3.50,17.89,-0.60,1.21,0.31,0.33,0.35,0.23,-0.05,27.49,1.12,-1.00,-1.00,80.44,0.30,0.43,0.32,52.65,0.75,-1.00,-1.00,0.08,-0.05,-0.10,0.07,-0.10,0.13,-2.92,3.51,37.98,0.86,1.29,-1.00,-1.00,1.87,101.84,98.22,0.45,31.62,1496,,,,,
1922,Oz-Ram,3,4.48,-0.16,0.25,0.17,0.05,0.00,3.15,0.05,-1.00,-1.00,1.05,7.81,-0.52,0.43,0.00,0.33,0.34,0.50,0.21,53.45,3.92,-1.00,-1.00,103.25,0.35,0.40,0.25,49.80,0.83,-1.00,-1.00,0.00,0.21,-0.11,-0.01,0.35,0.28,8.34,7.08,56.61,1.39,3.97,-1.00,-1.00,0.17,118.14,139.36,0.36,55.09,1568,,,,,
1991,Dragons,3,2.73,-0.05,3.88,3.87,-0.00,0.00,-0.06,-0.00,-1.00,-1.00,-0.02,6.54,0.37,3.64,1.13,0.33,0.33,0.26,-0.04,35.72,1.50,-1.00,-1.00,85.20,0.31,0.17,0.48,48.35,0.71,-1.00,-1.00,0.01,-0.04,0.12,0.29,-0.09,0.39,-1.68,11.22,35.66,0.89,1.50,-1.00,-1.00,5.00,102.96,99.48,0.39,23.11,1503,,,,,
2067,Apple Pi,3,3.22,0.05,3.66,3.67,0.06,0.00,3.38,0.06,-1.00,-1.00,1.13,10.27,-0.40,-4.71,-1.56,0.33,0.33,0.21,-0.07,30.08,1.05,-1.00,-1.00,47.44,0.15,0.05,0.18,18.91,0.73,-1.00,-1.00,0.02,-0.07,0.11,-0.18,-0.21,0.18,-4.58,3.51,33.47,0.81,1.10,-1.00,-1.00,2.11,61.23,54.98,-0.10,-10.18,1529,,,,,
2084,Robots by the C,3,4.98,0.11,0.14,0.19,0.37,0.00,21.95,0.37,-1.00,-1.00,7.32,27.12,-0.59,-4.40,-1.44,0.33,0.38,0.65,0.07,42.63,3.40,-1.00,-1.00,96.33,0.27,0.60,0.23,55.14,0.83,-1.00,-1.00,-0.01,0.07,0.11,0.08,0.09,0.82,2.84,20.92,64.57,1.43,3.77,-1.00,-1.00,-1.25,144.37,151.62,0.34,58.61,1616,,,,,
2168,Aluminum Falcons,3,4.07,0.09,-0.23,-0.21,0.46,0.00,27.58,0.46,-1.00,-1.00,9.19,31.44,0.29,-6.02,-1.97,0.33,0.34,0.49,0.40,44.34,4.59,-1.00,-1.00,97.24,0.27,0.33,0.50,54.87,0.89,-1.00,-1.00,-0.05,0.40,-0.10,0.10,-0.13,0.39,-3.67,10.27,71.92,1.57,5.05,-1.00,-1.00,-2.17,138.95,178.29,0.38,63.56,1686,,,,,
2342,Team Phoenix,3,5.23,0.52,-0.08,0.09,0.09,0.00,5.38,0.09,-1.00,-1.00,1.79,10.71,-1.08,0.53,0.07,0.33,0.34,0.31,-0.05,33.96,1.55,-1.00,-1.00,86.20,0.32,0.25,0.47,52.18,0.79,-1.00,-1.00,0.00,-0.05,-0.18,0.19,-0.22,-0.04,-6.41,-0.08,39.34,0.94,1.64,-1.00,-1.00,0.16,96.83,91.91,0.33,35.39,1514,,,,,
2370,IBOTs,3,5.93,-0.30,-0.32,-0.40,0.00,0.00,0.20,0.00,-1.00,-1.00,0.07,5.74,-2.08,0.50,-0.07,0.33,0.34,0.56,0.13,54.70,3.74,-1.00,-1.00,97.64,0.41,0.04,0.41,43.01,0.83,-1.00,-1.00,0.00,0.13,0.48,-0.11,0.01,0.21,2.60,4.72,54.91,1.37,3.74,-1.00,-1.00,-0.47,108.10,121.49,0.29,40.11,1540,,,,,
2523,Tech Storm,3,5.40,-0.18,0.67,0.61,0.22,0.00,13.27,0.22,-1.00,-1.00,4.42,19.28,6.17,-4.64,-0.97,0.33,0.34,0.34,0.01,31.60,1.83,-1.00,-1.00,75.27,0.36,0.11,0.43,44.63,0.80,-1.00,-1.00,0.00,0.01,-0.11,-0.16,-0.20,-0.02,-5.65,-1.25,44.87,1.01,2.05,-1.00,-1.00,-0.36,93.30,94.08,0.37,17.93,1480,,,,,
2648,Infinite Loop,3,5.11,-0.24,3.71,3.64,0.10,0.00,5.92,0.10,-1.00,-1.00,1.97,14.67,2.27,95.31,31.72,0.34,0.37,-0.06,-0.03,20.68,0.19,-1.00,-1.00,96.03,0.38,0.32,0.17,43.63,0.83,-1.00,-1.00,0.45,-0.03,0.04,0.05,0.01,-0.23,0.35,-5.46,26.60,0.62,0.29,-1.00,-1.00,35.36,105.24,111.03,0.27,20.13,1534,,,,,
3464,Sim-City,3,6.08,-0.23,-1.29,-1.35,0.25,0.00,15.08,0.25,-1.00,-1.00,5.03,19.80,0.27,7.17,2.45,0.33,0.33,0.18,-0.00,23.88,1.14,-1.00,-1.00,82.69,0.43,0.38,0.31,56.37,0.79,-1.00,-1.00,-0.00,-0.00,-0.11,0.18,0.02,0.15,0.10,4.76,38.95,0.85,1.39,-1.00,-1.00,1.10,107.25,106.97,0.44,42.73,1569,,,,,
3623,Terror Bots,3,4.42,-0.17,0.27,0.22,-0.02,0.00,-1.20,-0.02,-1.00,-1.00,-0.40,3.44,-0.25,-1.55,-0.53,0.33,0.33,0.44,0.02,45.94,2.57,-1.00,-1.00,99.16,0.27,0.50,0.30,53.75,0.82,-1.00,-1.00,0.01,0.02,-0.01,-0.10,0.16,-0.02,3.95,-1.01,44.74,1.13,2.55,-1.00,-1.00,-0.31,101.59,103.65,0.30,10.53,1515,,,,,
3654,TechTigers,3,3.97,-0.06,-1.49,-1.51,0.35,0.00,20.75,0.35,-1.00,-1.00,6.92,23.21,1.07,2.93,0.95,0.33,0.33,0.27,0.01,24.14,1.48,-1.00,-1.00,59.79,0.13,0.30,0.27,34.70,0.71,-1.00,-1.00,0.01,0.01,0.05,0.31,-0.11,0.10,-2.60,3.95,44.89,0.95,1.83,-1.00,-1.00,-0.56,86.95,88.56,0.19,-11.34,1493,,,,,
3719,STEM Whalers ,3,4.64,0.08,0.01,0.02,0.30,0.00,18.01,0.30,-1.00,-1.00,6.00,22.67,0.50,-0.54,-0.14,0.33,0.34,0.37,0.14,35.37,2.70,-1.00,-1.00,78.10,0.22,0.28,0.37,42.87,0.93,-1.00,-1.00,-0.00,0.14,0.15,-0.15,0.04,-0.12,1.72,-3.75,53.38,1.18,3.00,-1.00,-1.00,-0.12,97.03,111.20,0.16,7.43,1481,,,,,
3958,Schrodinger's Cat,3,2.55,0.27,0.07,0.12,0.03,0.00,2.03,0.03,-1.00,-1.00,0.68,4.69,-0.46,0.77,0.16,0.33,0.27,0.00,-0.03,21.56,0.33,-1.00,-1.00,44.36,0.23,0.30,-0.08,22.63,0.42,-1.00,-1.00,0.01,-0.03,0.19,0.08,-0.14,0.00,-2.52,0.48,23.59,0.57,0.37,-1.00,-1.00,0.28,49.52,46.80,0.09,3.03,1461,,,,,
4041,Iron Tigers,3,3.96,-0.14,0.39,0.34,0.31,0.00,18.80,0.31,-1.00,-1.00,6.27,23.10,0.23,-1.09,-0.35,0.35,0.35,0.21,-0.03,22.76,1.07,-1.00,-1.00,65.32,0.21,0.46,0.19,42.91,0.65,-1.00,-1.00,-0.06,-0.03,0.45,0.20,-0.03,0.16,1.36,5.09,41.55,0.88,1.38,-1.00,-1.00,-0.00,93.51,89.62,0.22,28.01,1545,,,,,
4151,SCRAP,3,3.85,0.18,-0.56,-0.55,0.14,0.00,8.70,0.14,-1.00,-1.00,2.90,12.00,-0.26,1.19,0.35,0.33,0.25,0.01,0.05,20.22,0.81,-1.00,-1.00,28.25,0.09,0.18,-0.12,7.68,0.25,-1.00,-1.00,-0.06,0.05,0.25,-0.03,-0.15,-0.08,-2.53,-2.05,28.92,0.65,0.95,-1.00,-1.00,-0.20,38.20,42.18,0.10,-24.82,1384,,,,,
4169,Warrior Robotics,3,4.24,-0.14,0.38,0.34,0.07,0.00,4.09,0.07,-1.00,-1.00,1.36,8.67,-0.47,0.29,0.08,0.33,0.40,0.22,-0.00,35.11,1.58,-1.00,-1.00,97.84,0.33,0.39,0.54,62.64,0.84,-1.00,-1.00,-0.01,-0.00,0.04,-0.03,0.01,0.26,0.35,6.48,39.20,0.95,1.65,-1.00,-1.00,0.43,112.99,112.49,0.14,39.83,1490,,,,,
4176,Iron Tigers,3,5.12,0.11,0.47,0.50,0.56,0.00,33.68,0.56,-1.00,-1.00,11.23,39.30,0.30,4.47,1.53,0.33,0.33,0.19,0.02,12.85,1.02,-1.00,-1.00,48.66,0.03,0.54,0.12,34.27,0.80,-1.00,-1.00,0.04,0.02,-0.15,0.32,-0.06,0.07,-2.34,3.44,46.54,0.88,1.58,-1.00,-1.00,2.03,91.41,94.71,0.43,20.08,1501,,,,,
4564,Orange Chaos,3,5.21,-0.05,0.38,0.37,0.34,0.00,20.17,0.34,-1.00,-1.00,6.72,25.75,-0.92,6.92,2.10,0.33,0.32,0.24,0.05,24.43,1.59,-1.00,-1.00,87.09,0.45,0.35,0.41,60.55,1.00,-1.00,-1.00,-0.04,0.05,0.11,-0.17,-0.07,-0.09,-1.31,-3.06,44.60,0.95,1.92,-1.00,-1.00,2.47,109.78,114.02,0.27,35.30,1563,,,,,
4761,The Robockets,3,5.49,-0.04,0.01,-0.00,0.61,0.00,36.55,0.61,-1.00,-1.00,12.18,42.04,-1.37,3.18,0.87,0.33,0.39,0.56,0.08,30.22,2.90,-1.00,-1.00,77.92,0.25,0.30,0.39,46.83,0.85,-1.00,-1.00,-0.01,0.08,-0.02,0.24,-0.00,0.14,-0.17,4.68,66.77,1.36,3.51,-1.00,-1.00,0.86,124.64,132.46,0.45,86.22,1609,,,,,
4905,Andromeda One,3,4.15,-0.08,1.70,1.68,0.29,0.00,17.17,0.29,-1.00,-1.00,5.72,23.00,-0.41,0.96,0.21,0.33,0.34,0.37,0.02,30.89,1.96,-1.00,-1.00,75.40,0.21,0.25,0.42,44.30,0.79,-1.00,-1.00,0.00,0.02,0.01,0.03,0.34,0.11,8.52,2.82,48.07,1.06,2.25,-1.00,-1.00,1.89,101.22,102.80,0.38,38.58,1540,,,,,
4906,The Collective,3,4.92,-0.16,0.50,0.45,0.21,0.00,12.53,0.21,-1.00,-1.00,4.18,17.90,3.00,1.53,0.81,0.35,0.38,0.34,-0.04,32.50,1.65,-1.00,-1.00,80.82,0.22,0.45,0.29,47.51,0.89,-1.00,-1.00,0.04,-0.04,0.02,0.22,0.75,-0.05,18.97,-0.06,45.03,1.02,1.86,-1.00,-1.00,1.26,98.66,95.28,0.10,-29.27,1449,,,,,
4908,Duxbury Dragons,3,4.49,0.00,-0.03,-0.03,0.09,0.00,5.18,0.09,-1.00,-1.00,1.73,9.64,-0.16,0.14,0.04,0.34,0.36,0.22,-0.02,32.33,1.39,-1.00,-1.00,67.64,0.11,0.35,0.25,35.27,0.78,-1.00,-1.00,0.00,-0.02,0.08,0.00,-0.12,-0.12,-2.50,-2.89,37.51,0.89,1.48,-1.00,-1.00,0.02,74.39,72.80,0.23,3.58,1496,,,,,
4909,Bionics,3,5.98,0.41,0.10,0.26,0.25,0.00,15.17,0.25,-1.00,-1.00,5.06,21.41,0.17,-0.78,-0.23,0.33,0.34,0.24,0.03,27.63,1.57,-1.00,-1.00,60.84,0.23,0.41,0.03,33.44,0.71,-1.00,-1.00,0.00,0.03,-0.10,0.03,0.13,0.05,2.87,1.44,42.79,0.94,1.82,-1.00,-1.00,0.03,83.69,86.64,0.09,4.99,1475,,,,,
5422,Stormgears FRC,3,5.57,-0.04,0.19,0.18,0.28,0.00,17.03,0.28,-1.00,-1.00,5.68,22.77,-0.15,1.20,0.43,0.33,0.33,0.26,-0.03,24.35,1.22,-1.00,-1.00,54.55,0.24,0.19,0.17,29.77,0.88,-1.00,-1.00,0.01,-0.03,0.09,-0.03,0.03,-0.04,1.10,-1.08,41.37,0.89,1.51,-1.00,-1.00,0.61,76.25,73.35,0.30,32.85,1497,,,,,
5556,Carriagetown Robotics,3,3.97,-0.39,-0.14,-0.26,-0.14,0.00,-8.66,-0.14,-1.00,-1.00,-2.89,-4.95,-0.73,1.56,0.47,0.33,0.33,0.19,0.09,43.53,2.09,-1.00,-1.00,88.51,0.24,0.23,0.42,44.52,0.79,-1.00,-1.00,0.00,0.09,0.25,0.18,-0.07,0.43,-0.44,11.54,34.87,0.94,1.95,-1.00,-1.00,0.21,95.11,103.80,0.22,25.11,1485,,,,,
5563,Phalanx,3,4.27,0.10,0.24,0.27,0.47,0.00,28.39,0.47,-1.00,-1.00,9.46,32.93,0.21,3.73,1.24,0.33,0.31,0.14,-0.03,10.86,0.50,-1.00,-1.00,27.39,0.12,0.01,0.17,15.29,0.61,-1.00,-1.00,0.07,-0.03,0.02,-0.11,0.17,0.34,4.23,7.98,39.25,0.74,0.97,-1.00,-1.00,1.51,68.31,66.69,0.12,3.27,1396,,,,,
5687,The Outliers,3,4.46,-0.06,-0.40,-0.41,0.40,0.00,23.73,0.40,-1.00,-1.00,7.91,27.78,-0.08,1.04,0.37,0.35,0.35,0.62,0.25,46.74,4.30,-1.00,-1.00,68.24,0.11,0.13,0.18,21.12,0.73,-1.00,-1.00,-0.01,0.25,0.02,-0.13,0.79,0.22,19.92,4.80,70.48,1.56,4.70,-1.00,-1.00,-0.04,100.82,125.78,0.14,24.52,1582,,,,,
5735,Control Freaks,3,3.49,0.04,-0.40,-0.39,0.33,0.00,20.10,0.33,-1.00,-1.00,6.70,23.20,-0.53,2.74,0.72,0.33,0.36,0.52,-0.01,34.37,2.37,-1.00,-1.00,93.58,0.31,0.46,0.40,58.49,0.87,-1.00,-1.00,-0.02,-0.01,-0.17,0.27,0.57,0.01,13.39,1.51,54.47,1.19,2.71,-1.00,-1.00,0.33,118.29,116.75,0.33,23.65,1582,,,,,
