MIMarysville,mimar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
3534,House of Cards,3,3.91,0.01,0.17,0.17,-0.06,0.00,-3.65,-0.06,-1.00,-1.00,-1.22,0.42,3.65,0.21,0.34,0.33,0.33,0.01,0.00,29.21,0.74,-1.00,-1.00,65.51,0.25,0.14,0.33,35.96,0.76,-1.00,-1.00,-0.01,0.00,0.10,0.14,0.20,-0.07,5.51,-1.17,25.55,0.67,0.68,-1.00,-1.00,0.51,64.76,64.49,0.21,15.81,1515,,,,,
3619,Blackhawks,3,4.32,-0.01,0.67,0.64,-0.01,0.00,-0.41,-0.01,-1.00,-1.00,-0.14,4.55,0.90,0.77,0.31,0.33,0.25,0.26,-0.02,33.21,1.43,-1.00,-1.00,32.49,-0.19,0.04,0.13,-1.04,0.25,-1.00,-1.00,-0.01,-0.02,0.17,0.21,-0.05,0.47,-0.39,12.80,32.80,0.82,1.42,-1.00,-1.00,0.96,49.84,47.78,0.32,7.02,1396,,,,,
3667,Mecanum Knights,3,4.76,-0.12,0.19,0.16,0.20,0.00,11.82,0.20,-1.00,-1.00,3.94,16.73,-1.40,0.27,-0.04,0.33,0.35,0.24,0.00,29.30,1.49,-1.00,-1.00,49.84,-0.05,0.17,0.29,20.58,0.43,-1.00,-1.00,-0.01,0.00,0.24,0.03,-0.10,0.27,-1.27,6.92,41.12,0.93,1.68,-1.00,-1.00,0.11,73.49,73.20,0.29,31.39,1501,,,,,
3773,Cobalt Commanders,3,4.58,0.00,0.00,0.00,-0.07,0.00,-4.01,-0.07,-1.00,-1.00,-1.34,0.56,0.28,1.11,0.42,0.35,0.36,0.02,0.00,31.90,0.88,-1.00,-1.00,23.37,0.01,-0.11,-0.07,-8.95,0.25,-1.00,-1.00,0.00,0.00,-0.11,0.08,0.02,0.01,0.09,0.72,27.89,0.73,0.81,-1.00,-1.00,0.42,24.65,24.65,0.00,-25.07,1385,,,,,
4130,The Blue Devils,3,3.78,0.00,0.70,0.70,0.22,-0.00,12.85,0.21,-1.00,-1.00,4.28,17.33,0.26,0.80,0.20,0.33,0.36,0.10,-0.06,21.12,0.57,-1.00,-1.00,41.86,0.18,0.20,0.03,20.54,0.43,-1.00,-1.00,0.00,-0.06,0.17,-0.03,-0.07,0.28,-0.92,6.77,33.97,0.74,0.79,-1.00,-1.00,0.90,65.96,60.14,0.17,10.22,1447,,,,,
4779,RoboSapiens,3,5.53,0.00,-1.04,-1.04,0.20,-0.00,12.12,0.20,-1.00,-1.00,4.04,16.62,0.05,0.15,0.04,0.33,0.33,0.24,-0.03,26.77,1.23,-1.00,-1.00,33.66,-0.09,0.31,-0.08,6.85,0.58,-1.00,-1.00,0.00,-0.03,0.24,-0.08,-0.04,-0.00,0.16,-0.51,38.89,0.87,1.43,-1.00,-1.00,-1.00,49.76,46.74,0.01,-40.05,1428,,,,,
5046,Jacked Up Jackets,3,4.86,0.28,-0.51,-0.50,-0.14,0.00,-8.31,-0.14,-1.00,-1.00,-2.77,-3.94,-2.67,0.59,-0.20,0.33,0.38,0.08,0.00,37.16,1.20,-1.00,-1.00,75.79,0.20,0.39,0.18,38.83,0.56,-1.00,-1.00,-0.02,0.00,0.09,-0.14,0.44,-0.05,11.38,-1.89,28.85,0.79,1.06,-1.00,-1.00,-0.70,69.95,69.55,0.21,0.28,1466,,,,,
5048,Spartronics,3,4.41,-0.07,0.88,0.87,0.11,0.00,6.66,0.11,-1.00,-1.00,2.22,11.95,-0.61,1.70,0.45,0.34,0.30,0.10,-0.02,24.38,0.77,-1.00,-1.00,67.28,0.25,0.45,0.14,42.46,0.72,-1.00,-1.00,0.08,-0.02,0.08,0.01,-0.07,0.20,-1.36,5.10,31.04,0.72,0.88,-1.00,-1.00,1.31,84.33,83.65,0.13,19.38,1501,,,,,
5072,Raider Robotics,3,4.30,-0.01,0.04,0.04,0.31,0.00,18.73,0.31,-1.00,-1.00,6.24,23.08,-1.26,0.29,-0.08,0.33,0.37,0.53,0.00,36.94,2.56,-1.00,-1.00,56.48,0.12,0.12,0.16,19.63,0.22,-1.00,-1.00,0.00,0.00,0.02,0.10,0.11,0.11,2.85,3.17,55.67,1.24,2.87,-1.00,-1.00,-0.04,82.73,82.73,0.46,46.60,1495,,,,,
5150,Hybrid Hornets,3,4.36,-0.02,0.15,0.15,0.12,0.00,7.24,0.12,-1.00,-1.00,2.41,11.75,0.50,-0.51,-0.06,0.34,0.35,0.48,0.00,41.86,2.50,-1.00,-1.00,91.70,0.44,0.13,0.43,49.90,0.89,-1.00,-1.00,0.00,0.00,0.13,0.18,0.01,0.03,0.91,1.65,49.10,1.17,2.62,-1.00,-1.00,0.10,105.11,105.11,0.29,50.67,1611,,,,,
5155,Bearcats,3,4.20,0.00,0.68,0.68,0.30,0.00,17.80,0.30,-1.00,-1.00,5.93,22.68,1.88,-1.41,-0.38,0.33,0.38,0.41,0.14,38.62,2.93,-1.00,-1.00,80.28,0.36,0.15,0.33,42.04,0.76,-1.00,-1.00,0.00,0.14,0.02,0.18,0.17,0.07,4.35,2.58,56.42,1.26,3.23,-1.00,-1.00,0.30,105.53,119.36,0.27,20.37,1501,,,,,
5167,Vi-Bots,3,3.12,0.00,-0.31,-0.31,-0.01,0.00,-0.42,-0.01,-1.00,-1.00,-0.14,2.39,0.08,-0.53,-0.32,0.34,0.22,0.17,0.00,29.39,1.20,-1.00,-1.00,30.69,-0.03,0.01,0.06,1.61,0.33,-1.00,-1.00,0.00,0.00,-0.14,0.30,0.38,0.07,8.77,3.23,28.97,0.73,1.19,-1.00,-1.00,-0.62,36.31,36.31,-0.03,-27.41,1406,,,,,
5201,North Branch Bad News Broncos,3,4.96,-0.12,0.01,-0.02,0.01,0.00,0.84,0.01,-1.00,-1.00,0.28,5.78,22.53,1.80,2.78,0.33,0.19,-0.17,0.00,13.32,-0.35,-1.00,-1.00,48.10,0.19,0.22,0.24,32.01,0.76,-1.00,-1.00,0.01,0.00,-0.05,-0.03,0.03,0.07,0.49,1.67,14.16,0.35,-0.33,-1.00,-1.00,2.76,55.55,55.83,-0.05,-21.76,1403,,,,,
5215,Steagles,3,4.36,-0.02,-0.34,-0.34,-0.01,0.00,-0.69,-0.01,-1.00,-1.00,-0.23,3.33,2.95,0.10,0.36,0.35,0.30,-0.08,0.00,23.11,0.30,-1.00,-1.00,68.35,0.33,0.50,0.07,44.88,0.72,-1.00,-1.00,0.00,0.00,0.17,0.06,-0.22,-0.22,-4.55,-5.08,22.41,0.57,0.29,-1.00,-1.00,0.02,66.60,66.60,0.09,3.52,1442,,,,,
5527,Cyber Phoenix,3,5.24,-0.06,-0.06,-0.07,0.05,0.00,2.84,0.05,-1.00,-1.00,0.95,8.01,0.69,-0.40,-0.13,0.33,0.39,0.48,0.00,46.56,2.68,-1.00,-1.00,52.13,0.23,-0.05,-0.06,5.70,0.43,-1.00,-1.00,-0.03,0.00,0.16,-0.03,0.04,0.08,1.68,1.80,49.39,1.21,2.73,-1.00,-1.00,-0.20,61.94,61.43,-0.02,-18.92,1362,,,,,
5612,RoboRaptors,3,4.56,-0.06,0.49,0.48,0.10,0.00,6.20,0.10,-1.00,-1.00,2.07,11.24,-3.91,0.68,-0.13,0.33,0.40,0.27,0.00,36.15,1.79,-1.00,-1.00,87.13,0.39,0.21,0.43,51.12,0.93,-1.00,-1.00,-0.01,0.00,0.33,0.13,-0.02,0.03,1.27,1.30,42.34,1.01,1.90,-1.00,-1.00,0.34,99.67,99.46,0.27,43.08,1487,,,,,
5843,Flurb,3,5.53,0.00,-0.97,-0.97,0.26,0.08,20.77,0.35,-1.00,-1.00,6.92,25.33,1.14,0.80,0.38,0.33,0.35,0.34,-0.04,25.32,1.46,-1.00,-1.00,63.26,0.15,0.31,0.29,37.57,0.86,-1.00,-1.00,0.00,-0.04,0.02,0.16,0.08,0.27,2.18,7.57,46.09,0.98,1.81,-1.00,-1.00,-0.59,96.16,91.82,0.34,48.27,1572,,,,,
5860,Full Metal Muskrats,3,3.86,0.00,0.22,0.22,-0.03,-0.01,-2.16,-0.04,-1.00,-1.00,-0.72,1.91,-0.12,0.08,-0.00,0.33,0.27,0.09,-0.03,28.07,0.85,-1.00,-1.00,58.04,0.17,0.27,0.15,29.97,0.59,-1.00,-1.00,0.00,-0.03,0.22,0.17,0.04,-0.09,2.01,-1.33,25.90,0.67,0.81,-1.00,-1.00,0.22,58.63,55.96,0.14,-8.02,1468,,,,,
5926,Da MOOse,3,4.30,0.02,1.15,1.15,-0.01,0.00,-0.38,-0.01,-1.00,-1.00,-0.13,5.07,4.21,-0.12,0.36,0.33,0.37,0.02,0.00,29.50,0.85,-1.00,-1.00,41.69,-0.05,0.24,0.04,11.83,0.36,-1.00,-1.00,-0.00,0.00,-0.00,-0.22,-0.03,-0.14,-0.71,-4.52,29.12,0.73,0.84,-1.00,-1.00,1.51,42.25,42.21,0.18,-4.18,1428,,,,,
6002,ZooBOTix,3,5.65,0.00,-0.01,-0.01,0.25,0.00,15.08,0.25,-1.00,-1.00,5.03,20.71,-0.43,1.70,0.40,0.33,0.33,0.06,-0.02,18.30,0.55,-1.00,-1.00,53.82,0.08,0.35,0.27,35.11,0.58,-1.00,-1.00,0.00,-0.02,0.13,-0.10,-0.04,0.12,-0.25,2.47,33.38,0.71,0.80,-1.00,-1.00,0.39,77.00,75.15,0.01,-18.08,1408,,,,,
6013,Robowolves,3,4.13,0.00,0.45,0.45,0.02,0.00,1.47,0.02,-1.00,-1.00,0.49,6.04,1.06,0.24,0.10,0.33,0.06,-0.15,0.00,8.65,-0.52,-1.00,-1.00,11.97,0.08,0.20,-0.21,3.21,0.17,-1.00,-1.00,0.00,0.00,0.01,0.10,0.02,0.28,0.49,7.60,10.12,0.24,-0.49,-1.00,-1.00,0.55,25.61,25.61,0.05,-30.87,1367,,,,,
6019,Metabots,3,4.66,0.00,0.00,0.00,0.14,0.00,8.70,0.14,-1.00,-1.00,2.90,13.36,-1.29,0.98,0.10,0.34,0.37,0.50,0.00,42.78,2.61,-1.00,-1.00,40.65,-0.05,-0.05,0.06,-2.23,0.25,-1.00,-1.00,0.00,0.00,0.45,0.03,0.71,0.10,19.90,2.72,51.48,1.21,2.76,-1.00,-1.00,0.10,56.73,56.73,-0.18,-34.12,1324,,,,,
6020,JGHS,3,5.31,-0.00,-0.04,-0.04,0.21,0.00,12.56,0.21,-1.00,-1.00,4.19,17.83,-0.09,-0.19,-0.07,0.33,0.27,0.26,-0.02,25.41,1.25,-1.00,-1.00,55.67,0.24,0.29,0.08,30.34,0.65,-1.00,-1.00,0.00,-0.02,-0.19,0.03,-0.10,0.19,-3.44,4.97,37.97,0.84,1.46,-1.00,-1.00,-0.12,78.47,76.41,0.15,12.27,1402,,,,,
6093,Unplugged,3,4.95,0.02,-0.34,-0.33,-0.03,0.00,-1.71,-0.03,-1.00,-1.00,-0.57,2.91,-2.64,-0.99,-0.62,0.33,0.40,-0.07,0.00,27.80,0.55,-1.00,-1.00,39.20,0.22,-0.09,0.11,12.02,0.42,-1.00,-1.00,-0.01,0.00,0.70,0.35,-0.05,0.05,2.18,3.10,26.09,0.67,0.52,-1.00,-1.00,-0.95,45.21,44.94,0.14,-24.46,1438,,,,,
6119,Prototype Pumas,3,4.81,0.00,-0.00,-0.00,-0.23,0.00,-14.00,-0.23,-1.00,-1.00,-4.67,-9.20,-0.03,0.04,-0.04,0.33,0.33,0.37,-0.03,49.78,2.23,-1.00,-1.00,84.95,0.42,-0.03,0.31,35.20,0.58,-1.00,-1.00,0.00,-0.03,0.24,0.04,0.17,0.07,5.46,1.93,35.78,1.01,2.00,-1.00,-1.00,-0.04,77.68,75.13,0.25,22.21,1442,,,,,
6120,Cyberstangs,3,4.03,-0.07,-1.67,-1.69,-0.13,0.00,-8.00,-0.13,-1.00,-1.00,-2.67,-5.66,0.63,-4.66,-1.40,0.33,0.28,0.09,-0.03,32.31,0.89,-1.00,-1.00,31.06,-0.04,-0.03,0.07,0.15,0.17,-1.00,-1.00,-0.02,-0.03,0.26,0.30,0.50,0.06,13.91,2.96,24.30,0.67,0.75,-1.00,-1.00,-3.09,28.36,25.18,-0.03,-64.84,1320,,,,,
6338,DRIVING STEEL,3,3.88,0.21,0.62,0.66,0.14,0.00,8.54,0.14,-1.00,-1.00,2.85,13.08,-0.80,1.57,0.42,0.25,0.32,0.02,0.02,18.90,0.61,-1.00,-1.00,28.32,0.16,-0.07,0.09,9.00,0.25,-1.00,-1.00,0.01,0.02,0.75,-0.07,-0.16,0.15,-0.12,3.47,27.44,0.61,0.75,-1.00,-1.00,1.08,44.87,46.77,0.09,-32.00,1348,,,,,
6344,Yale Jiggawattz,3,3.85,0.00,-0.27,-0.27,0.10,-0.01,5.24,0.09,-1.00,-1.00,1.75,8.83,11.80,0.62,1.25,0.33,0.28,-0.01,-0.00,20.75,0.43,-1.00,-1.00,37.85,0.14,-0.01,0.18,15.84,0.43,-1.00,-1.00,0.00,-0.00,0.02,-0.11,0.04,0.05,1.06,0.73,26.00,0.61,0.52,-1.00,-1.00,0.98,47.40,47.15,0.33,-9.27,1358,,,,,
6538,Lincoln Railsplitters,3,3.25,0.00,0.00,0.00,0.21,0.00,12.35,0.21,-1.00,-1.00,4.12,15.59,0.09,-0.22,-0.08,0.34,0.38,0.42,0.00,37.20,2.22,-1.00,-1.00,75.40,0.28,0.14,0.35,38.28,0.50,-1.00,-1.00,0.00,0.00,0.27,0.19,0.08,0.24,3.49,6.95,49.55,1.14,2.43,-1.00,-1.00,-0.08,97.95,97.95,0.30,33.24,1418,,,,,
6567,Lake Shore High School ,3,4.62,0.00,0.00,0.00,0.00,0.00,0.20,0.00,-1.00,-1.00,0.07,4.81,-0.32,0.04,-0.04,0.34,0.33,0.13,0.00,31.89,1.18,-1.00,-1.00,30.87,-0.01,-0.00,-0.01,-0.98,0.00,-1.00,-1.00,0.00,0.00,0.09,0.16,0.43,-0.01,11.32,0.58,32.08,0.80,1.18,-1.00,-1.00,-0.04,36.27,36.27,0.11,-40.85,1292,,,,,
6633,Robo-Elephants,3,-0.00,0.00,0.00,0.00,-0.02,0.00,-1.37,-0.02,-1.00,-1.00,-0.46,-1.38,-1.03,-0.01,-0.06,0.35,0.32,0.12,0.00,32.73,1.17,-1.00,-1.00,42.90,0.26,-0.03,-0.03,10.23,0.07,-1.00,-1.00,0.00,0.00,0.02,0.07,0.07,0.48,1.78,12.25,31.35,0.80,1.15,-1.00,-1.00,-0.06,53.78,53.78,0.47,32.55,1395,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
