MILivonia,miliv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
5156,Laker Robots,3,5.54,0.00,-0.02,-0.02,0.05,0.00,3.26,0.05,-1.00,-1.00,1.09,8.78,0.34,0.62,0.19,0.33,0.35,0.08,-0.01,28.34,0.94,-1.00,-1.00,26.36,0.06,0.08,-0.18,-2.17,0.00,-1.00,-1.00,0.00,-0.01,-0.20,0.34,0.26,-0.10,5.60,-0.87,31.60,0.76,0.99,-1.00,-1.00,0.17,34.26,33.70,-0.08,-54.24,1303,,,,,
5217,Robocats,3,2.28,-0.04,0.18,0.17,0.10,0.00,6.24,0.10,-1.00,-1.00,2.08,8.69,-1.41,-0.43,-0.32,0.33,0.28,-0.05,-0.02,17.53,0.14,-1.00,-1.00,36.14,0.35,0.02,0.00,18.93,0.42,-1.00,-1.00,0.01,-0.02,0.15,0.06,0.36,0.30,9.63,7.88,23.77,0.54,0.24,-1.00,-1.00,-0.15,52.70,50.98,-0.05,-21.43,1428,,,,,
5239,Harper Woods Pioneers,3,4.62,0.00,0.00,0.00,0.13,0.00,7.66,0.13,-1.00,-1.00,2.55,12.28,-0.02,-0.04,-0.02,0.36,0.23,0.17,0.00,25.21,1.05,-1.00,-1.00,36.93,0.25,0.19,-0.21,11.73,0.07,-1.00,-1.00,0.00,0.00,0.49,-0.15,-0.03,0.06,1.63,0.77,32.88,0.76,1.17,-1.00,-1.00,-0.02,49.98,49.98,0.19,-0.41,1380,,,,,
5255,Robotic Tigers,3,1.05,-0.01,-0.42,-0.42,0.24,0.00,14.27,0.24,-1.00,-1.00,4.76,14.90,-2.51,0.08,-0.14,0.33,0.27,-0.21,0.06,8.41,-0.11,-1.00,-1.00,13.04,-0.15,0.27,-0.03,4.78,0.25,-1.00,-1.00,0.00,0.06,0.12,0.11,-0.22,-0.16,-4.88,-3.35,22.67,0.45,0.13,-1.00,-1.00,-0.56,24.59,30.52,0.02,-28.89,1339,,,,,
5478,Pershing Doughbots,3,3.92,0.00,0.00,0.00,0.03,0.00,1.52,0.03,-1.00,-1.00,0.51,5.45,2.63,-0.05,0.03,0.35,0.11,-0.29,0.00,5.80,-0.94,-1.00,-1.00,-0.09,0.02,-0.17,0.03,-5.92,0.17,-1.00,-1.00,0.00,0.00,0.08,0.25,0.08,0.07,2.50,3.09,7.32,0.17,-0.92,-1.00,-1.00,0.03,8.46,8.46,0.09,-10.31,1406,,,,,
5523,RoboWarriors,3,5.53,-0.22,-0.74,-0.83,0.05,0.00,3.25,0.05,-1.00,-1.00,1.08,7.95,-0.14,0.61,0.13,0.33,0.26,-0.12,-0.00,16.69,-0.03,-1.00,-1.00,38.51,0.14,0.26,0.03,21.69,0.64,-1.00,-1.00,0.00,-0.00,0.18,0.16,-0.02,-0.09,0.29,-1.49,19.94,0.47,0.02,-1.00,-1.00,-0.70,44.97,44.64,0.31,-14.72,1364,,,,,
5531,Orange Crush,3,4.78,0.00,-0.17,-0.17,0.09,0.00,5.21,0.09,-1.00,-1.00,1.74,9.83,0.23,0.39,0.14,0.25,0.36,0.02,0.00,21.92,0.63,-1.00,-1.00,47.16,0.10,0.24,0.17,25.10,0.42,-1.00,-1.00,0.00,0.00,0.30,0.04,-0.12,0.41,-1.57,10.50,27.13,0.63,0.72,-1.00,-1.00,-0.03,67.48,67.48,0.16,5.43,1469,,,,,
5619,Jaguars,3,4.62,-0.05,-0.17,-0.18,-0.04,0.00,-2.20,-0.04,-1.00,-1.00,-0.73,2.24,0.72,-0.28,0.07,0.33,0.27,0.06,0.00,27.87,0.87,-1.00,-1.00,60.37,0.19,0.14,0.32,32.42,0.33,-1.00,-1.00,0.00,0.00,-0.07,0.06,0.20,-0.09,4.68,-1.87,25.67,0.66,0.83,-1.00,-1.00,-0.11,60.73,60.73,0.08,-3.30,1386,,,,,
5695,Heavy Duty Eagles,3,5.62,0.02,-1.26,-1.25,0.30,0.00,18.26,0.30,-1.00,-1.00,6.09,22.63,2.89,-1.39,-0.46,0.33,0.33,0.13,0.00,19.45,0.86,-1.00,-1.00,59.58,0.25,0.30,0.27,40.60,0.42,-1.00,-1.00,0.00,0.00,0.17,0.24,0.16,0.16,4.83,5.30,37.70,0.79,1.17,-1.00,-1.00,-1.72,87.52,87.61,0.28,-10.26,1411,,,,,
5774,Maximum Overload,3,4.84,0.49,-0.68,-0.52,-0.12,0.00,-7.40,-0.12,-1.00,-1.00,-2.47,-3.07,6.29,-1.54,0.12,0.33,0.25,0.22,0.00,36.94,1.47,-1.00,-1.00,55.04,0.13,0.11,0.12,17.98,0.21,-1.00,-1.00,-0.01,0.00,-0.12,0.01,-0.13,0.24,-3.76,6.03,29.54,0.80,1.35,-1.00,-1.00,-0.40,58.00,57.75,0.13,-16.82,1448,,,,,
5853,FEAR The Termigators,3,4.66,0.00,0.00,0.00,0.03,0.00,1.66,0.03,-1.00,-1.00,0.55,6.31,1.10,0.94,0.29,0.34,0.38,0.01,0.00,27.80,0.76,-1.00,-1.00,21.09,-0.02,-0.03,-0.10,-7.01,0.00,-1.00,-1.00,0.00,0.00,0.33,-0.13,0.09,-0.05,4.01,-1.83,29.46,0.72,0.79,-1.00,-1.00,0.29,25.57,25.57,-0.03,-18.50,1349,,,,,
5907,CC Shambots,3,4.45,-0.05,0.40,0.39,0.15,0.00,8.97,0.15,-1.00,-1.00,2.99,13.81,1.43,-0.55,0.03,0.33,0.35,0.09,0.00,25.04,0.91,-1.00,-1.00,34.54,0.08,0.26,-0.15,9.46,0.42,-1.00,-1.00,0.00,0.00,0.13,-0.06,0.28,-0.05,7.69,-1.61,34.01,0.78,1.05,-1.00,-1.00,0.42,46.75,46.75,0.05,-11.59,1452,,,,,
6029,Railbots,3,0.08,-0.11,0.13,0.10,-0.17,0.00,-10.19,-0.17,-1.00,-1.00,-3.40,-10.01,0.91,-0.22,-0.10,0.33,0.08,-0.08,0.00,20.42,0.02,-1.00,-1.00,15.12,-0.07,0.10,-0.13,-5.21,0.08,-1.00,-1.00,0.00,0.00,0.03,0.12,0.27,-0.03,6.97,-0.21,10.23,0.34,-0.15,-1.00,-1.00,0.00,4.90,4.90,-0.05,-82.43,1218,,,,,
6053,Robusters,3,-0.04,-0.02,-0.07,-0.08,0.25,0.00,14.85,0.25,-1.00,-1.00,4.95,14.74,1.39,-0.54,-0.17,0.17,0.31,-0.06,0.00,7.23,-0.01,-1.00,-1.00,5.60,-0.12,0.02,0.07,-1.46,0.37,-1.00,-1.00,0.00,0.00,0.23,0.11,0.06,0.31,2.54,8.37,22.08,0.43,0.24,-1.00,-1.00,-0.25,28.71,28.71,0.11,2.47,1401,,,,,
6057,Thunderbots,3,1.48,-0.07,-0.14,-0.16,0.14,0.00,8.49,0.14,-1.00,-1.00,2.83,9.82,-0.22,0.04,-0.04,0.33,0.29,-0.10,0.00,15.04,0.01,-1.00,-1.00,4.29,-0.05,-0.09,-0.08,-10.71,0.00,-1.00,-1.00,0.00,0.00,-0.09,0.00,0.22,-0.06,5.01,-1.50,23.53,0.52,0.15,-1.00,-1.00,-0.19,12.60,12.60,-0.11,-59.57,1283,,,,,
6116,Cougar Robotics,3,4.26,0.11,0.11,0.12,0.02,0.00,0.99,0.02,-1.00,-1.00,0.33,5.37,-0.62,0.77,0.08,0.33,0.11,0.05,0.00,19.24,0.50,-1.00,-1.00,14.08,0.09,0.03,-0.23,-5.24,0.33,-1.00,-1.00,0.00,0.00,-0.06,0.05,0.12,0.55,2.60,13.96,20.23,0.50,0.52,-1.00,-1.00,0.21,33.41,33.41,-0.03,-41.09,1323,,,,,
6152,ROBO-FALCONS,3,5.33,0.01,-1.45,-1.47,0.10,0.00,6.14,0.10,-1.00,-1.00,2.05,10.00,-1.51,-0.04,-0.26,0.25,0.01,-0.15,-0.02,-0.40,-0.89,-1.00,-1.00,-11.61,-0.23,0.07,-0.06,-10.95,0.00,-1.00,-1.00,-0.05,-0.02,0.43,0.04,0.01,0.34,2.31,8.62,5.74,0.09,-0.79,-1.00,-1.00,-1.72,7.01,3.80,0.16,-38.06,1309,,,,,
6190,Will-er Run,3,3.87,0.00,0.00,0.00,0.24,0.00,14.22,0.24,-1.00,-1.00,4.74,18.08,-0.13,0.19,0.08,0.34,0.30,0.22,0.00,24.87,1.24,-1.00,-1.00,32.26,-0.02,-0.12,0.28,7.30,0.17,-1.00,-1.00,0.00,0.00,0.01,0.11,0.03,-0.14,0.69,-2.93,39.09,0.86,1.48,-1.00,-1.00,0.08,47.41,47.41,-0.02,-30.52,1383,,,,,
6528,Terror Byte{s},3,3.64,-0.06,0.16,0.14,0.09,0.00,5.50,0.09,-1.00,-1.00,1.83,9.27,2.24,-0.45,0.18,0.33,0.29,0.04,0.00,22.64,0.61,-1.00,-1.00,32.95,0.04,0.16,0.01,10.13,0.08,-1.00,-1.00,0.00,0.00,0.03,-0.02,-0.09,-0.05,-2.20,-1.29,28.14,0.66,0.70,-1.00,-1.00,0.32,40.93,40.93,-0.10,-71.63,1297,,,,,
6566,Lamphere Robotics,3,0.71,0.00,0.00,0.00,-0.07,0.00,-4.46,-0.07,-1.00,-1.00,-1.49,-3.75,-0.37,-0.00,-0.05,0.34,0.43,0.34,0.00,47.64,2.31,-1.00,-1.00,38.43,-0.15,-0.01,-0.02,-9.16,0.00,-1.00,-1.00,0.00,0.00,0.01,-0.16,0.18,0.28,4.49,6.16,43.18,1.12,2.23,-1.00,-1.00,-0.05,40.83,40.83,0.01,-34.02,1323,,,,,
6583,New School High,3,4.32,-0.01,0.08,0.08,0.13,0.00,8.07,0.13,-1.00,-1.00,2.69,12.47,-1.18,-0.17,-0.16,0.34,0.26,0.20,0.00,26.47,1.17,-1.00,-1.00,17.69,-0.10,-0.08,0.01,-8.62,0.00,-1.00,-1.00,0.00,0.00,0.17,0.12,-0.07,-0.18,-0.83,-3.90,34.54,0.80,1.31,-1.00,-1.00,-0.08,26.27,26.27,-0.03,-57.09,1267,,,,,
6615,Belleville Tigers,3,0.44,0.00,0.78,0.78,0.17,0.00,9.98,0.17,-1.00,-1.00,3.33,11.21,6.75,-1.74,-0.13,0.33,0.27,-0.03,0.00,16.06,0.24,-1.00,-1.00,43.34,0.18,0.16,0.21,27.41,0.21,-1.00,-1.00,0.00,0.00,-0.08,0.04,-0.10,-0.04,-3.00,-0.71,26.04,0.57,0.41,-1.00,-1.00,0.65,53.83,53.83,0.17,10.93,1424,,,,,
6616,Mechanical Pumas,3,5.09,0.08,0.57,0.59,-0.14,0.00,-8.45,-0.14,-1.00,-1.00,-2.82,-2.76,-0.51,-0.77,-0.41,0.33,0.10,-0.09,-0.01,18.84,-0.08,-1.00,-1.00,51.20,0.17,0.13,0.36,32.77,0.67,-1.00,-1.00,0.00,-0.01,0.04,0.15,1.11,-0.19,28.03,-4.05,10.40,0.33,-0.22,-1.00,-1.00,0.18,44.38,43.56,-0.08,-46.25,1290,,,,,
6742,Blue Jays,3,-0.11,-0.17,-1.84,-1.87,-0.01,0.00,-0.56,-0.01,-1.00,-1.00,-0.19,-2.54,-2.65,0.28,-0.24,0.33,0.39,0.05,0.00,31.76,1.04,-1.00,-1.00,42.66,0.23,-0.10,0.09,11.13,0.17,-1.00,-1.00,-0.06,0.00,0.12,0.15,0.50,0.20,13.16,5.63,31.20,0.78,1.03,-1.00,-1.00,-2.11,45.74,44.87,0.20,-22.69,1368,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
