PNWChampionship,pncmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
2471,Team Mean Machine,3,5.35,0.00,4.00,4.00,0.04,0.00,2.27,0.04,-1.00,-1.00,0.76,11.61,0.51,54.88,18.14,0.33,0.26,0.11,-0.00,26.59,0.92,-1.00,-1.00,78.54,0.19,0.14,0.34,33.81,0.80,-1.00,-1.00,0.00,-0.00,0.29,0.15,-0.07,0.41,-0.26,10.90,28.85,0.70,0.96,-1.00,-1.00,22.14,101.06,101.00,0.35,46.74,1562,,,,,
2550,Skynet,3,5.40,0.00,-0.48,-0.48,0.06,0.00,3.88,0.06,-1.00,-1.00,1.29,8.81,0.63,-1.87,-0.68,0.33,0.35,0.52,-0.01,44.87,2.62,-1.00,-1.00,95.18,0.42,0.21,0.39,50.99,0.80,-1.00,-1.00,0.00,-0.01,-0.02,-0.07,0.23,0.10,5.76,2.11,48.76,1.19,2.68,-1.00,-1.00,-1.15,106.11,104.70,0.19,29.38,1581,,,,,
2557,SOTAbots ,3,3.68,-0.01,0.55,0.55,0.15,0.00,9.02,0.15,-1.00,-1.00,3.01,13.26,-0.08,0.73,0.28,0.34,0.26,0.32,-0.06,28.39,1.31,-1.00,-1.00,57.16,0.16,0.18,0.23,28.48,0.75,-1.00,-1.00,0.00,-0.06,-0.11,0.05,0.52,-0.13,12.51,-2.93,37.41,0.86,1.46,-1.00,-1.00,0.84,67.48,61.69,0.12,-35.04,1424,,,,,
2811,StormBots,3,4.81,0.00,0.64,0.64,0.29,0.00,17.46,0.29,-1.00,-1.00,5.82,22.92,-0.00,3.49,1.08,0.33,0.26,0.35,-0.00,25.91,1.60,-1.00,-1.00,51.77,0.11,0.30,0.08,24.78,0.79,-1.00,-1.00,0.00,-0.00,-0.05,0.30,0.07,0.88,1.48,23.55,43.37,0.94,1.89,-1.00,-1.00,1.72,98.23,97.85,0.10,13.75,1476,,,,,
2907,Lion Robotics,3,5.03,-0.01,0.36,0.36,0.25,0.00,15.10,0.25,-1.00,-1.00,5.03,20.48,-0.09,1.15,0.35,0.33,0.33,0.29,-0.06,25.79,1.21,-1.00,-1.00,80.32,0.52,0.31,0.26,54.19,0.87,-1.00,-1.00,-0.02,-0.06,0.21,-0.11,-0.03,0.77,0.37,18.60,40.89,0.90,1.47,-1.00,-1.00,0.71,119.41,112.90,0.20,9.67,1556,,,,,
2910,Jack in the Bot,3,4.55,0.07,3.21,3.21,-0.03,0.00,-1.69,-0.03,-1.00,-1.00,-0.56,6.08,-0.10,2.25,0.74,0.34,0.36,0.59,-0.05,50.51,2.80,-1.00,-1.00,88.00,0.09,0.16,0.49,36.75,0.57,-1.00,-1.00,0.00,-0.05,0.55,-0.01,-0.11,0.11,-0.04,2.70,48.82,1.23,2.77,-1.00,-1.00,3.96,96.78,91.69,0.28,21.97,1486,,,,,
2928,Viking Robotics,3,4.62,-0.01,-0.04,-0.04,0.14,0.00,8.33,0.14,-1.00,-1.00,2.78,12.91,-0.11,1.94,0.61,0.34,0.36,0.49,-0.04,40.28,2.28,-1.00,-1.00,64.05,0.23,0.37,-0.13,23.16,0.79,-1.00,-1.00,0.00,-0.04,-0.09,0.05,0.05,0.07,0.80,1.96,48.61,1.15,2.42,-1.00,-1.00,0.56,78.92,74.66,0.20,-15.12,1522,,,,,
2930,Sonic Squirrels,3,3.76,-0.02,0.00,0.00,0.42,0.00,25.12,0.42,-1.00,-1.00,8.37,28.88,-0.09,1.25,0.43,0.35,0.37,0.42,0.16,34.94,2.95,-1.00,-1.00,53.43,0.26,-0.04,0.15,18.06,0.63,-1.00,-1.00,0.00,0.16,-0.03,0.02,0.06,0.10,1.27,2.57,60.06,1.29,3.37,-1.00,-1.00,0.44,84.89,100.68,0.17,10.66,1588,,,,,
2990,Hotwire,3,2.24,0.00,3.33,3.33,0.18,0.00,10.69,0.18,-1.00,-1.00,3.56,16.26,-0.12,3.55,1.10,0.34,0.34,0.32,-0.01,32.46,1.72,-1.00,-1.00,69.08,0.52,0.10,0.09,35.52,0.73,-1.00,-1.00,0.00,-0.01,0.18,0.15,0.09,0.07,3.04,2.57,43.16,0.99,1.90,-1.00,-1.00,4.43,87.91,86.70,0.16,-1.43,1527,,,,,
3024,My Favorite Team,3,3.61,0.00,-0.06,-0.06,0.43,0.00,26.00,0.43,-1.00,-1.00,8.67,29.54,1.29,4.81,1.64,0.33,0.34,0.36,0.09,27.53,2.21,-1.00,-1.00,66.46,-0.02,0.45,0.31,37.28,0.65,-1.00,-1.00,0.00,0.09,-0.08,-0.05,0.53,0.09,12.82,1.99,53.53,1.12,2.64,-1.00,-1.00,1.58,97.99,106.65,0.29,7.66,1499,,,,,
3070,Team Pronto,3,5.17,-0.00,-0.34,-0.34,0.57,0.00,34.25,0.57,-1.00,-1.00,11.42,39.07,0.01,-0.23,-0.08,0.33,0.33,0.44,0.09,24.56,2.36,-1.00,-1.00,45.41,0.19,0.22,0.01,20.94,0.63,-1.00,-1.00,0.00,0.09,-0.10,0.14,0.54,0.14,13.02,4.13,58.81,1.18,2.93,-1.00,-1.00,-0.42,88.62,97.31,0.28,-13.69,1452,,,,,
3219,TREAD,3,4.40,-0.01,0.50,0.50,0.10,0.00,6.24,0.10,-1.00,-1.00,2.08,11.14,-0.11,-5.01,-1.56,0.33,0.34,0.15,0.10,32.90,1.80,-1.00,-1.00,75.40,0.28,0.08,0.52,44.06,0.65,-1.00,-1.00,-0.02,0.10,0.20,-0.08,-0.11,0.14,-1.65,3.03,39.14,0.93,1.90,-1.00,-1.00,-1.06,89.57,99.53,0.16,31.35,1456,,,,,
3223,Robotics Of Central Kitsap,3,4.53,0.00,-0.11,-0.11,0.04,0.00,2.20,0.04,-1.00,-1.00,0.73,6.62,-0.28,0.27,0.04,0.33,0.36,0.07,0.00,28.91,0.96,-1.00,-1.00,38.95,-0.29,0.38,0.11,10.00,0.65,-1.00,-1.00,0.00,0.00,-0.05,0.11,-0.11,0.01,-3.09,0.82,31.11,0.76,0.99,-1.00,-1.00,-0.07,46.40,46.40,-0.10,-60.09,1386,,,,,
3238,Cyborg Ferrets,3,5.03,0.00,-0.22,-0.22,0.28,0.00,16.95,0.28,-1.00,-1.00,5.65,21.76,0.01,2.32,0.82,0.34,0.38,0.64,0.23,52.24,4.43,-1.00,-1.00,108.93,0.42,0.29,0.41,55.87,1.00,-1.00,-1.00,0.00,0.23,0.17,0.16,0.09,0.22,3.07,6.43,69.19,1.59,4.71,-1.00,-1.00,0.60,137.12,160.01,0.45,67.97,1645,,,,,
3393,Horns of Havoc,3,4.82,-0.02,-0.84,-0.84,0.09,0.00,5.36,0.09,-1.00,-1.00,1.79,9.34,-0.09,-1.96,-0.63,0.33,0.33,0.28,0.01,34.33,1.73,-1.00,-1.00,66.55,0.26,0.06,0.33,32.84,0.58,-1.00,-1.00,-0.01,0.01,-0.15,0.00,0.14,0.11,2.75,2.71,39.69,0.95,1.81,-1.00,-1.00,-1.46,78.60,79.10,0.24,-10.20,1418,,,,,
3663,CPR - Cedar Park Robotics,3,5.05,-0.00,0.71,0.71,0.22,0.00,13.48,0.22,-1.00,-1.00,4.49,19.24,-0.08,-2.72,-1.09,0.33,0.33,0.58,0.11,45.10,3.41,-1.00,-1.00,83.27,0.32,0.23,0.24,39.26,0.86,-1.00,-1.00,0.00,0.11,0.08,0.10,0.37,-0.04,9.65,-0.49,58.57,1.35,3.63,-1.00,-1.00,-0.38,102.02,113.06,0.30,26.12,1588,,,,,
3674,4-H Clover Bots,3,5.54,0.00,0.30,0.30,0.65,0.00,39.28,0.65,-1.00,-1.00,13.09,45.12,0.02,0.78,0.14,0.34,0.37,0.50,0.07,24.85,2.51,-1.00,-1.00,83.65,0.34,0.38,0.45,58.66,0.79,-1.00,-1.00,0.00,0.07,-0.16,0.01,-0.10,0.26,-3.24,6.46,64.13,1.28,3.16,-1.00,-1.00,0.43,135.23,142.44,0.60,90.57,1595,,,,,
3693,GearHead Pirates,3,5.01,0.00,-0.10,-0.10,0.02,0.00,1.41,0.02,-1.00,-1.00,0.47,6.32,-0.39,0.15,-0.05,0.33,0.35,0.35,0.00,40.40,2.08,-1.00,-1.00,68.03,0.25,0.29,0.01,27.67,0.65,-1.00,-1.00,0.00,0.00,-0.14,-0.08,-0.17,-0.05,-5.05,-1.61,41.81,1.03,2.10,-1.00,-1.00,-0.14,72.75,72.75,0.34,34.33,1500,,,,,
3711,Iron Mustang,3,5.61,0.00,0.13,0.13,0.26,0.00,15.33,0.26,-1.00,-1.00,5.11,21.08,-0.17,0.40,0.12,0.33,0.33,0.22,0.00,25.20,1.29,-1.00,-1.00,59.16,0.47,0.35,-0.14,33.84,0.76,-1.00,-1.00,0.00,0.00,0.09,0.06,-0.11,0.51,-2.23,13.14,40.54,0.89,1.54,-1.00,-1.00,0.25,93.38,93.38,0.33,35.63,1563,,,,,
4061,SciBorgs,3,4.73,0.00,-0.02,-0.02,0.43,0.00,25.78,0.43,-1.00,-1.00,8.59,30.49,0.26,-0.58,-0.20,0.33,0.35,0.27,0.00,20.67,1.33,-1.00,-1.00,68.25,0.24,0.31,0.41,47.78,0.89,-1.00,-1.00,0.00,0.00,0.24,-0.06,-0.05,0.03,-0.01,0.40,46.45,0.95,1.76,-1.00,-1.00,-0.22,99.14,99.14,0.34,21.72,1572,,,,,
4125,Confidential,3,5.15,0.00,-0.21,-0.21,0.08,0.00,4.55,0.08,-1.00,-1.00,1.52,9.49,-0.38,-0.01,0.00,0.33,0.36,0.43,0.00,42.03,2.37,-1.00,-1.00,87.69,0.26,0.12,0.53,45.66,0.83,-1.00,-1.00,0.00,0.00,0.06,0.03,0.01,0.26,0.50,6.78,46.58,1.13,2.45,-1.00,-1.00,-0.21,103.97,103.97,0.45,47.20,1556,,,,,
4131,Iron Patriots,3,4.82,0.08,-0.11,-0.11,0.46,0.00,27.34,0.46,-1.00,-1.00,9.11,32.04,0.18,0.32,0.08,0.33,0.34,0.25,0.03,19.95,1.41,-1.00,-1.00,62.40,0.07,0.41,0.36,42.37,0.74,-1.00,-1.00,-0.01,0.03,-0.05,0.04,-0.13,0.07,-3.58,2.08,47.29,0.95,1.87,-1.00,-1.00,-0.03,96.52,99.44,0.35,26.17,1456,,,,,
4173,Bulldogs,3,4.11,-0.01,-0.34,-0.34,0.12,0.00,7.04,0.12,-1.00,-1.00,2.35,10.81,-0.06,-2.94,-0.96,0.33,0.34,-0.06,-0.07,17.54,-0.05,-1.00,-1.00,54.45,0.26,0.20,0.29,37.86,0.79,-1.00,-1.00,-0.00,-0.07,0.20,0.07,-0.18,0.05,-3.45,1.48,24.58,0.56,0.07,-1.00,-1.00,-1.29,66.74,60.04,0.23,6.61,1405,,,,,
4450,Olympia Robotics Federation,3,5.26,0.00,0.21,0.21,0.08,0.00,4.75,0.08,-1.00,-1.00,1.58,10.21,-0.20,-0.14,-0.09,0.33,0.25,0.33,0.00,33.43,1.74,-1.00,-1.00,76.20,0.44,-0.08,0.49,42.86,0.76,-1.00,-1.00,0.00,0.00,-0.08,0.42,0.09,-0.00,1.80,2.02,38.17,0.91,1.82,-1.00,-1.00,0.12,88.43,88.43,0.27,31.89,1559,,,,,
4469,R.A.I.D. (Raider Artificial Intelligence DIvision),3,4.15,0.11,0.41,0.41,0.31,0.00,18.40,0.31,-1.00,-1.00,6.13,22.96,0.12,6.32,1.96,0.34,0.27,0.32,0.15,30.78,2.40,-1.00,-1.00,81.79,0.25,0.45,0.28,49.05,0.93,-1.00,-1.00,0.00,0.15,-0.00,0.05,0.55,0.27,13.79,7.09,49.18,1.08,2.71,-1.00,-1.00,2.37,111.85,126.46,0.22,10.28,1551,,,,,
4488,Shockwave,3,4.43,0.00,5.07,5.07,0.57,0.00,34.29,0.57,-1.00,-1.00,11.43,43.79,-0.08,8.29,2.33,0.34,0.39,0.46,-0.02,23.72,1.91,-1.00,-1.00,60.58,0.27,0.08,0.33,34.54,0.89,-1.00,-1.00,0.00,-0.02,-0.08,0.21,0.13,0.05,2.82,2.18,58.01,1.16,2.48,-1.00,-1.00,7.39,106.56,104.09,0.39,46.87,1636,,,,,
4495,Kittitas County Robotics/ Team Haywire,3,4.12,0.00,-0.21,-0.21,0.19,0.00,11.54,0.19,-1.00,-1.00,3.85,15.44,0.02,-1.32,-0.44,0.33,0.35,0.18,0.00,26.75,1.22,-1.00,-1.00,75.93,0.15,0.48,0.36,49.62,0.71,-1.00,-1.00,0.00,0.00,0.07,0.10,-0.13,-0.25,-2.96,-5.82,38.29,0.86,1.42,-1.00,-1.00,-0.66,85.56,85.56,0.07,-2.58,1427,,,,,
4513,Circuit Breakers,3,4.87,0.00,-0.21,-0.21,0.05,0.00,3.23,0.05,-1.00,-1.00,1.08,7.89,-0.02,0.22,0.05,0.33,0.36,0.22,0.00,34.52,1.56,-1.00,-1.00,67.91,0.32,0.16,0.19,33.34,0.50,-1.00,-1.00,0.00,0.00,-0.10,0.04,-0.11,0.92,-3.31,23.25,37.75,0.92,1.62,-1.00,-1.00,-0.16,99.04,99.04,0.13,55.64,1524,,,,,
4662,Byte Sized Robotics,3,4.07,0.00,2.78,2.78,0.05,0.00,2.87,0.05,-1.00,-1.00,0.96,9.72,-0.04,-4.52,-1.61,0.33,0.33,0.38,-0.00,40.04,2.14,-1.00,-1.00,88.66,0.36,0.22,0.43,50.23,0.94,-1.00,-1.00,0.00,-0.00,0.03,0.38,0.16,-0.19,4.10,-2.96,42.91,1.05,2.19,-1.00,-1.00,1.17,95.41,95.27,0.58,40.09,1479,,,,,
4911,CyberKnights,3,4.50,0.04,2.18,2.18,0.41,0.00,24.46,0.41,-1.00,-1.00,8.15,31.14,0.02,5.60,1.53,0.33,0.35,0.48,0.04,31.78,2.47,-1.00,-1.00,87.90,0.49,0.30,0.30,54.58,0.94,-1.00,-1.00,0.00,0.04,-0.09,0.03,-0.22,-0.26,-5.98,-6.29,56.25,1.20,2.88,-1.00,-1.00,3.71,112.74,117.21,0.41,41.67,1540,,,,,
4915,Spartronics,3,4.55,-0.01,4.19,4.19,0.18,0.00,10.80,0.18,-1.00,-1.00,3.60,19.54,0.39,41.87,13.76,0.33,0.33,0.24,-0.02,28.11,1.30,-1.00,-1.00,88.94,0.38,0.32,0.25,47.06,0.82,-1.00,-1.00,0.00,-0.02,0.18,0.09,-0.04,0.03,-0.21,1.30,38.91,0.88,1.48,-1.00,-1.00,17.95,109.78,107.40,0.45,30.39,1531,,,,,
4918,The Roboctopi,3,4.40,-0.01,6.02,6.02,0.30,0.00,18.23,0.30,-1.00,-1.00,6.08,28.66,-0.10,60.13,19.80,0.33,0.35,0.00,-0.05,13.30,0.13,-1.00,-1.00,85.41,0.50,0.10,0.45,52.31,0.95,-1.00,-1.00,0.07,-0.05,-0.04,0.15,-0.14,0.07,-3.74,2.54,31.54,0.64,0.43,-1.00,-1.00,25.82,116.61,113.52,0.55,53.75,1561,,,,,
5085,LakerBots,3,4.44,0.00,0.06,0.06,0.37,0.00,22.11,0.37,-1.00,-1.00,7.37,26.60,0.65,-2.11,-0.67,0.33,0.39,0.24,-0.01,23.02,1.28,-1.00,-1.00,45.21,0.20,0.20,0.05,22.87,0.67,-1.00,-1.00,0.00,-0.01,0.09,-0.03,0.16,0.05,4.45,1.16,45.13,0.94,1.64,-1.00,-1.00,-0.62,72.97,71.70,0.16,-0.36,1495,,,,,
5198,Knight Tech,3,4.77,0.00,-0.20,-0.20,0.27,0.00,15.96,0.27,-1.00,-1.00,5.32,20.53,-0.00,1.32,0.37,0.34,0.27,0.05,-0.02,14.78,0.35,-1.00,-1.00,51.35,0.13,0.27,0.32,36.19,0.55,-1.00,-1.00,0.00,-0.02,0.02,0.51,-0.04,-0.08,-0.95,0.42,30.74,0.64,0.62,-1.00,-1.00,0.17,72.30,70.19,0.31,26.10,1466,,,,,
5295,Aldernating Current,3,4.75,0.01,0.46,0.46,-0.04,0.00,-2.15,-0.04,-1.00,-1.00,-0.72,3.06,0.18,2.91,0.97,0.33,0.34,0.55,0.16,56.65,3.87,-1.00,-1.00,95.17,0.16,0.28,0.30,37.55,0.82,-1.00,-1.00,-0.02,0.16,0.05,-0.02,0.12,0.42,3.19,10.36,54.51,1.38,3.84,-1.00,-1.00,1.43,108.59,124.49,0.28,32.52,1552,,,,,
5450,St. Helens Robotics and Engineering Club (SHREC),3,4.18,0.00,-0.23,-0.23,0.27,0.00,16.03,0.27,-1.00,-1.00,5.34,19.98,-0.08,-0.68,-0.24,0.33,0.36,0.28,-0.00,27.72,1.52,-1.00,-1.00,68.41,0.34,0.11,0.37,40.93,0.64,-1.00,-1.00,0.00,-0.00,0.19,0.03,0.07,0.18,2.76,4.65,43.75,0.96,1.79,-1.00,-1.00,-0.47,93.03,92.61,0.42,20.82,1489,,,,,
5468,Chaos Theory,3,4.03,0.00,-0.09,-0.09,0.15,0.00,9.23,0.15,-1.00,-1.00,3.08,13.17,-0.10,4.57,1.36,0.33,0.26,0.28,-0.01,28.36,1.43,-1.00,-1.00,73.11,0.16,0.35,0.36,43.39,0.64,-1.00,-1.00,0.00,-0.01,0.00,-0.19,0.14,0.16,3.54,2.94,37.59,0.86,1.58,-1.00,-1.00,1.27,89.23,87.93,0.26,24.58,1503,,,,,
5588,Holy Names Academy,3,5.20,-0.01,0.19,0.19,0.32,0.00,19.30,0.32,-1.00,-1.00,6.43,24.69,0.17,-1.48,-0.56,0.35,0.36,0.22,0.07,27.17,1.73,-1.00,-1.00,61.12,0.28,0.06,0.34,34.50,0.71,-1.00,-1.00,0.00,0.07,0.04,0.05,-0.08,0.29,-1.70,7.58,46.47,1.00,2.05,-1.00,-1.00,-0.36,93.39,100.52,0.16,17.40,1521,,,,,
5803,Apex Robotics,3,5.34,-0.03,3.59,3.59,0.34,0.00,20.49,0.34,-1.00,-1.00,6.83,29.42,0.05,4.81,1.44,0.33,0.35,0.32,0.22,35.16,2.95,-1.00,-1.00,77.54,0.28,0.37,0.17,40.94,0.88,-1.00,-1.00,0.00,0.22,-0.04,-0.00,-0.13,0.35,-3.54,8.83,55.65,1.22,3.29,-1.00,-1.00,5.04,115.80,137.67,0.20,29.14,1621,,,,,
