MITraverseCity,mitvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
4376,Raydernators,3,5.81,0.00,-0.06,-0.06,0.16,0.00,9.37,0.16,-1.00,-1.00,3.12,15.12,-0.21,0.88,0.25,0.33,0.39,0.03,0.00,24.10,0.77,-1.00,-1.00,48.41,0.36,0.12,0.01,24.06,0.53,-1.00,-1.00,0.00,0.00,-0.07,0.04,-0.02,0.10,-0.84,2.61,33.48,0.76,0.92,-1.00,-1.00,0.19,66.14,66.56,0.19,25.23,1468,,,,,
4377,Boyne City Blaze,3,5.34,0.00,-0.29,-0.29,0.32,0.00,19.18,0.32,-1.00,-1.00,6.39,24.24,0.01,2.11,0.60,0.33,0.33,0.25,-0.07,21.21,0.95,-1.00,-1.00,66.27,0.31,0.32,0.26,44.46,0.87,-1.00,-1.00,0.00,-0.07,0.09,0.21,0.20,-0.06,5.39,-0.52,40.39,0.85,1.27,-1.00,-1.00,0.31,89.99,83.38,0.18,5.61,1443,,,,,
4391,BraveBots,3,4.73,-0.04,0.08,0.08,0.45,0.00,27.28,0.45,-1.00,-1.00,9.09,32.09,-0.11,0.83,0.14,0.33,0.36,0.46,0.00,28.04,2.13,-1.00,-1.00,56.74,0.18,0.20,0.19,28.56,0.89,-1.00,-1.00,0.00,0.00,-0.08,0.22,0.21,0.12,4.74,4.01,55.32,1.16,2.59,-1.00,-1.00,0.22,92.84,92.84,0.45,42.50,1530,,,,,
4398,Imprimis Deo,3,3.86,0.00,0.04,0.04,-0.01,0.00,-0.89,-0.01,-1.00,-1.00,-0.30,3.01,0.52,-1.35,-0.41,0.33,0.38,0.28,0.01,40.67,1.93,-1.00,-1.00,46.76,0.02,0.01,0.09,6.50,0.33,-1.00,-1.00,0.00,0.01,0.29,0.09,0.01,-0.02,1.83,-0.13,39.78,1.00,1.92,-1.00,-1.00,-0.37,49.64,50.32,0.08,-45.74,1338,,,,,
4715,Big Bay de Noc Bear Bots,3,5.69,-0.01,0.05,0.05,-0.05,0.00,-3.06,-0.05,-1.00,-1.00,-1.02,2.68,-1.47,2.26,0.33,0.33,0.31,-0.01,0.00,27.47,0.64,-1.00,-1.00,20.45,-0.15,0.27,-0.27,-7.34,0.17,-1.00,-1.00,0.00,0.00,0.02,0.36,-0.11,-0.05,-2.59,0.62,24.41,0.64,0.59,-1.00,-1.00,0.38,23.75,23.75,0.03,-21.47,1364,,,,,
4983,IronBots,3,5.22,0.00,0.19,0.19,0.15,0.00,8.81,0.15,-1.00,-1.00,2.94,14.21,-0.09,0.30,0.09,0.33,0.28,0.28,-0.03,28.66,1.34,-1.00,-1.00,56.35,-0.08,0.43,0.20,27.61,0.73,-1.00,-1.00,0.00,-0.03,-0.08,-0.10,-0.08,0.38,-2.37,9.11,37.46,0.86,1.49,-1.00,-1.00,0.27,79.67,76.52,0.37,44.05,1494,,,,,
5086,Cadillac Connectors,3,6.21,-0.03,1.39,1.39,-0.06,0.00,-3.47,-0.06,-1.00,-1.00,-1.16,4.14,-0.53,2.05,0.42,0.34,0.29,0.39,0.00,43.08,2.21,-1.00,-1.00,90.42,0.31,0.33,0.29,46.91,0.89,-1.00,-1.00,0.00,0.00,0.35,-0.03,-0.02,0.15,1.35,3.51,39.61,1.02,2.15,-1.00,-1.00,1.81,98.07,98.07,0.35,39.65,1526,,,,,
5110,Robo Herd,3,4.54,0.00,-0.47,-0.47,0.35,0.00,21.20,0.35,-1.00,-1.00,7.07,25.28,-0.03,-1.18,-0.38,0.33,0.33,0.32,-0.06,23.16,1.26,-1.00,-1.00,58.35,0.40,0.09,0.21,35.57,0.58,-1.00,-1.00,0.00,-0.06,0.06,-0.15,-0.15,0.04,-3.48,0.25,44.36,0.93,1.61,-1.00,-1.00,-0.85,83.88,78.02,0.21,17.27,1446,,,,,
5230,The Resistance,3,4.16,0.00,0.24,0.24,0.04,0.00,2.53,0.04,-1.00,-1.00,0.84,6.93,-0.15,0.53,0.13,0.33,0.37,0.20,-0.02,33.57,1.36,-1.00,-1.00,60.61,0.12,0.26,0.16,26.91,0.50,-1.00,-1.00,0.00,-0.02,0.38,-0.01,-0.17,0.13,-2.29,3.16,36.09,0.88,1.40,-1.00,-1.00,0.37,70.70,68.36,0.20,7.32,1462,,,,,
5314,Ice Bots,3,3.10,0.00,0.11,0.11,-0.19,0.00,-11.10,-0.19,-1.00,-1.00,-3.70,-7.90,-0.20,-0.24,-0.08,0.33,0.18,-0.32,0.00,15.08,-0.74,-1.00,-1.00,33.27,0.04,0.27,0.06,18.27,0.50,-1.00,-1.00,0.00,0.00,-0.14,0.06,-0.08,0.80,-2.77,20.42,3.98,0.19,-0.92,-1.00,-1.00,0.02,45.79,45.87,0.17,-12.30,1349,,,,,
5424,Rogue Robots,3,4.27,-0.02,0.10,0.10,-0.04,0.00,-2.51,-0.04,-1.00,-1.00,-0.84,1.86,1.38,-0.09,0.20,0.33,0.34,-0.03,-0.03,26.52,0.47,-1.00,-1.00,71.54,0.50,0.18,0.21,44.82,1.00,-1.00,-1.00,0.00,-0.03,0.11,-0.09,0.14,0.22,3.98,5.10,24.01,0.62,0.43,-1.00,-1.00,0.30,78.51,75.99,0.36,26.85,1438,,,,,
5504,The Loose Connections,3,1.87,-0.02,-0.21,-0.21,-0.03,0.00,-1.65,-0.03,-1.00,-1.00,-0.55,0.01,-0.15,-0.37,-0.09,0.33,0.28,0.07,0.01,28.99,0.91,-1.00,-1.00,40.43,0.16,-0.16,0.23,11.54,0.17,-1.00,-1.00,0.00,0.01,0.44,0.05,0.11,0.04,5.00,1.14,27.34,0.70,0.89,-1.00,-1.00,-0.31,41.58,42.24,0.02,-29.00,1346,,,,,
5505,V2 Robotics,3,3.55,0.00,-0.13,-0.13,-0.09,0.00,-5.52,-0.09,-1.00,-1.00,-1.84,-2.09,-0.03,4.48,1.50,0.33,0.38,0.42,-0.02,47.93,2.37,-1.00,-1.00,46.81,-0.15,-0.06,0.16,-2.62,0.21,-1.00,-1.00,0.00,-0.02,-0.11,-0.05,-0.20,-0.07,-5.45,-1.95,42.42,1.11,2.27,-1.00,-1.00,1.37,42.77,40.44,0.10,-34.20,1378,,,,,
5525,Tool Cats,3,3.27,0.00,-0.19,-0.19,-0.05,0.00,-2.89,-0.05,-1.00,-1.00,-0.96,0.19,1.04,0.43,0.23,0.33,0.23,0.01,0.00,24.93,0.63,-1.00,-1.00,29.83,-0.00,0.13,-0.04,4.66,0.08,-1.00,-1.00,0.00,0.00,-0.06,-0.01,0.03,0.07,0.56,1.62,22.05,0.58,0.59,-1.00,-1.00,0.05,31.64,31.83,-0.01,-31.92,1381,,,,,
5534,Onaway Onabots,3,3.58,0.00,-0.36,-0.36,0.14,0.00,8.64,0.14,-1.00,-1.00,2.88,11.85,-0.01,-0.28,-0.12,0.33,0.37,0.30,-0.01,34.21,1.74,-1.00,-1.00,69.33,0.12,0.55,0.04,35.24,0.36,-1.00,-1.00,0.00,-0.01,0.07,0.07,-0.21,-0.19,-4.91,-4.45,42.84,1.00,1.88,-1.00,-1.00,-0.48,76.73,75.94,0.19,-9.72,1434,,,,,
5560,Central Lake Trobotics,3,5.77,0.00,0.13,0.13,0.05,0.00,3.07,0.05,-1.00,-1.00,1.02,8.96,2.21,-1.16,-0.25,0.33,0.36,0.10,-0.01,29.19,1.00,-1.00,-1.00,76.01,0.43,0.09,0.41,47.07,0.80,-1.00,-1.00,0.00,-0.01,0.00,-0.07,0.24,0.50,6.05,12.22,32.26,0.78,1.05,-1.00,-1.00,-0.12,97.20,96.25,0.28,26.32,1480,,,,,
5562,Laker Logistics,3,5.36,0.00,-0.36,-0.36,0.02,0.00,1.43,0.02,-1.00,-1.00,0.48,6.43,-1.26,-2.69,-1.00,0.33,0.26,0.00,-0.02,22.12,0.37,-1.00,-1.00,8.53,-0.10,-0.09,-0.06,-12.60,0.00,-1.00,-1.00,0.00,-0.02,0.25,0.00,0.21,-0.08,6.61,-1.89,23.55,0.58,0.39,-1.00,-1.00,-1.36,13.07,10.69,-0.12,-72.77,1321,,,,,
6005,Cardinaltronics,3,4.90,0.00,-0.09,-0.09,-0.08,0.00,-4.80,-0.08,-1.00,-1.00,-1.60,0.02,-0.09,0.59,0.18,0.33,0.27,-0.05,-0.01,25.09,0.36,-1.00,-1.00,24.91,0.02,-0.06,0.03,-0.35,0.17,-1.00,-1.00,0.00,-0.01,0.31,-0.00,-0.11,-0.19,-1.33,-4.76,20.29,0.55,0.28,-1.00,-1.00,0.09,20.17,19.32,-0.06,-53.66,1309,,,,,
6074,RoscoBots,3,3.61,0.00,-0.12,-0.12,-0.14,0.00,-8.57,-0.14,-1.00,-1.00,-2.86,-5.09,-0.23,-1.61,-0.56,0.33,0.35,-0.11,-0.00,28.60,0.39,-1.00,-1.00,32.02,-0.04,0.04,0.07,3.98,0.08,-1.00,-1.00,0.00,-0.00,-0.01,0.03,0.11,0.62,2.80,15.69,20.03,0.57,0.25,-1.00,-1.00,-0.68,42.63,42.59,0.11,-25.45,1325,,,,,
6075,Leland Zebrotics,3,4.79,6.34,-0.01,1.91,0.36,0.00,21.55,0.36,-1.00,-1.00,7.18,28.25,-1.72,0.72,0.06,0.33,0.38,0.02,0.00,15.04,0.49,-1.00,-1.00,56.81,0.34,0.29,0.20,41.71,0.72,-1.00,-1.00,0.00,0.00,-0.14,0.25,0.01,0.15,-0.38,4.94,36.59,0.74,0.85,-1.00,-1.00,1.97,90.01,90.01,0.43,49.36,1521,,,,,
6087,Cybertronic Lancers,3,5.06,0.00,-0.22,-0.22,0.11,0.00,6.54,0.11,-1.00,-1.00,2.18,11.38,0.53,0.26,0.17,0.33,0.33,-0.00,-0.02,21.04,0.40,-1.00,-1.00,47.22,0.03,0.16,0.33,26.01,0.73,-1.00,-1.00,0.00,-0.02,-0.12,-0.10,0.08,-0.07,1.52,-2.26,27.58,0.64,0.51,-1.00,-1.00,-0.05,56.34,54.21,0.19,-4.95,1406,,,,,
6097,Botcats ,3,5.52,0.00,-0.67,-0.67,-0.09,0.00,-5.28,-0.09,-1.00,-1.00,-1.76,-0.44,-0.24,-2.38,-0.86,0.33,0.19,-0.15,0.00,18.62,-0.12,-1.00,-1.00,8.74,-0.14,-0.13,0.09,-9.02,0.00,-1.00,-1.00,0.00,0.00,1.06,0.00,-0.06,-0.03,3.68,-0.76,13.33,0.38,-0.21,-1.00,-1.00,-1.53,7.54,7.54,-0.27,-87.50,1336,,,,,
6098,bIrobot,3,7.06,-0.01,-0.17,-0.17,0.14,0.00,8.23,0.14,-1.00,-1.00,2.74,15.12,2.94,3.62,1.26,0.34,0.28,0.12,0.00,24.22,0.99,-1.00,-1.00,57.21,0.17,0.09,0.38,31.73,0.80,-1.00,-1.00,0.00,0.00,0.11,0.03,-0.06,-0.08,-0.87,-1.75,32.45,0.74,1.13,-1.00,-1.00,1.09,70.58,70.58,0.37,25.77,1504,,,,,
6121,Robo Vikes,3,5.81,0.00,0.09,0.09,0.23,0.00,13.72,0.23,-1.00,-1.00,4.57,19.62,-0.10,2.80,0.92,0.33,0.36,0.21,-0.01,26.32,1.23,-1.00,-1.00,67.83,0.25,0.25,0.32,40.59,0.50,-1.00,-1.00,0.00,-0.01,0.06,0.08,-0.12,-0.28,-2.64,-6.69,40.04,0.89,1.46,-1.00,-1.00,1.02,80.77,79.53,0.24,-11.48,1429,,,,,
6122,Bear Lake,3,4.77,0.00,-0.27,-0.27,0.05,0.00,3.00,0.05,-1.00,-1.00,1.00,7.51,3.12,-1.72,-0.35,0.33,0.41,0.06,0.00,30.17,1.02,-1.00,-1.00,29.64,0.11,-0.05,-0.06,-0.19,0.17,-1.00,-1.00,0.00,0.00,0.47,-0.18,-0.03,-0.09,1.64,-3.26,33.17,0.80,1.07,-1.00,-1.00,-0.61,33.89,33.89,0.15,-12.22,1398,,,,,
6533,Beaverton Jr/Sr High School,3,3.83,0.00,0.30,0.30,-0.14,0.00,-8.29,-0.14,-1.00,-1.00,-2.76,-4.16,-0.21,0.31,0.10,0.33,0.34,0.01,-0.02,32.06,0.75,-1.00,-1.00,44.44,0.20,0.16,-0.11,12.28,0.25,-1.00,-1.00,0.00,-0.02,0.32,-0.05,0.21,0.10,6.83,2.30,23.78,0.66,0.61,-1.00,-1.00,0.40,42.58,41.02,-0.15,-42.72,1302,,,,,
6552,Robocats,3,2.85,0.00,0.02,0.02,0.17,0.00,9.99,0.17,-1.00,-1.00,3.33,12.86,-0.05,-0.42,-0.13,0.33,0.18,-0.05,-0.02,11.26,-0.03,-1.00,-1.00,22.76,0.11,-0.05,0.18,11.63,0.25,-1.00,-1.00,0.00,-0.02,0.33,-0.02,0.05,0.13,2.88,3.21,21.25,0.45,0.14,-1.00,-1.00,-0.11,38.82,37.01,0.06,-52.21,1262,,,,,
6561,G2S Tech,3,0.72,-0.01,0.17,0.17,-0.02,0.00,-1.03,-0.02,-1.00,-1.00,-0.34,-0.14,-2.54,-0.37,-0.37,0.33,0.25,0.30,-0.05,34.23,1.46,-1.00,-1.00,70.01,0.23,0.29,0.20,36.15,0.71,-1.00,-1.00,0.00,-0.05,0.21,-0.09,-0.10,0.07,-1.52,1.32,33.20,0.84,1.44,-1.00,-1.00,-0.20,71.19,66.59,0.14,11.88,1439,,,,,
6599,Northport Wildcats,3,6.10,0.00,-0.21,-0.21,-0.02,0.00,-1.11,-0.02,-1.00,-1.00,-0.37,4.77,0.56,0.59,0.30,0.33,0.34,0.14,-0.04,31.32,0.98,-1.00,-1.00,39.67,0.11,-0.05,0.10,8.05,0.08,-1.00,-1.00,0.00,-0.04,0.02,0.05,0.05,-0.13,1.26,-3.05,30.21,0.76,0.96,-1.00,-1.00,0.09,41.40,37.18,0.11,-32.66,1341,,,,,
6600,Baldwin Panthers,3,4.29,0.36,0.80,0.95,0.13,0.00,7.60,0.13,-1.00,-1.00,2.53,12.84,1.67,0.54,0.29,0.33,0.34,-0.06,0.00,19.58,0.34,-1.00,-1.00,25.27,0.12,-0.11,0.10,5.40,0.08,-1.00,-1.00,-0.00,0.00,-0.10,0.16,-0.13,-0.32,-3.79,-7.33,27.18,0.62,0.46,-1.00,-1.00,1.24,30.78,31.18,-0.01,-39.25,1285,,,,,
6649,Charlton Heston Academy,3,5.03,0.00,0.05,0.05,-0.06,0.00,-3.73,-0.06,-1.00,-1.00,-1.24,1.35,0.05,1.05,0.33,0.33,0.34,-0.05,0.00,27.96,0.60,-1.00,-1.00,33.84,0.14,-0.01,-0.02,5.56,0.08,-1.00,-1.00,0.00,0.00,-0.09,-0.01,0.39,-0.20,9.24,-5.17,24.22,0.64,0.54,-1.00,-1.00,0.38,30.02,30.45,-0.05,-46.36,1263,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
