NewYorkCity,nyny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
743,Technobots,3,3.23,0.00,-1.16,-1.16,0.15,0.00,8.90,0.15,-1.00,-1.00,2.97,10.98,-0.28,-0.98,-0.35,0.33,0.35,0.09,0.00,25.07,0.93,-1.00,-1.00,57.49,0.18,0.05,0.42,32.76,0.50,-1.00,-1.00,-0.01,0.00,-0.09,-0.11,0.23,0.14,5.35,3.05,33.97,0.78,1.07,-1.00,-1.00,-1.51,71.52,71.28,0.03,-8.45,1463,,,,,
806,The Brooklyn Blacksmiths,2,3.71,-0.00,0.07,0.07,0.07,0.00,4.06,0.07,-1.00,-1.00,1.35,8.06,0.15,0.63,0.21,0.33,0.27,0.06,-0.00,23.35,0.73,-1.00,-1.00,40.43,0.10,0.10,0.10,16.04,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.12,0.06,3.47,1.97,28.48,0.67,0.82,-1.00,-1.00,0.33,52.03,52.11,0.15,-3.77,1478,,,,,
1155,SciBorgs,3,5.29,0.06,-0.37,-0.38,0.41,0.00,24.47,0.41,-1.00,-1.00,8.16,29.38,0.13,-0.15,-0.02,0.34,0.39,0.47,-0.02,31.18,2.13,-1.00,-1.00,86.03,0.41,0.20,0.49,54.87,0.94,-1.00,-1.00,0.00,-0.02,0.04,0.44,0.14,-0.08,3.70,0.25,55.65,1.19,2.54,-1.00,-1.00,-0.40,115.66,113.75,0.56,68.35,1529,,,,,
1230,The Lehman Lionics,2,2.87,-0.19,-0.40,-0.39,-0.03,0.00,-1.77,-0.03,-1.00,-1.00,-0.59,2.01,-0.80,-1.59,-0.52,0.31,0.20,-0.03,-0.01,17.36,0.29,-1.00,-1.00,28.09,-0.01,-0.01,-0.01,6.23,-1.00,-1.00,-1.00,-0.01,-0.01,0.24,-0.07,0.27,-0.09,7.28,-1.83,22.10,0.53,0.36,-1.00,-1.00,-0.64,37.81,37.70,0.04,-22.96,1445,,,,,
1251,Tech-Tiger Robotics ,3,5.85,-0.07,-0.09,-0.11,0.45,0.00,27.19,0.45,-1.00,-1.00,9.06,32.94,0.43,2.42,0.74,0.33,0.43,0.42,0.02,29.94,2.20,-1.00,-1.00,44.18,-0.07,0.21,0.13,13.49,0.25,-1.00,-1.00,0.00,0.02,0.06,-0.12,0.06,0.03,1.80,0.27,57.14,1.20,2.65,-1.00,-1.00,0.63,77.39,79.07,0.19,5.53,1457,,,,,
1660,Harlem Knights,3,4.63,-0.00,0.89,0.89,0.18,0.00,11.09,0.18,-1.00,-1.00,3.70,16.61,-0.56,2.32,0.70,0.33,0.25,-0.07,0.01,13.70,0.10,-1.00,-1.00,54.58,0.23,0.30,0.27,40.18,0.70,-1.00,-1.00,-0.02,0.01,-0.08,-0.01,-0.28,-0.21,-7.44,-5.39,24.79,0.53,0.29,-1.00,-1.00,1.59,65.80,66.30,0.20,10.72,1490,,,,,
1880,Warriors of East Harlem,3,4.63,0.36,0.21,0.34,0.28,0.00,17.06,0.28,-1.00,-1.00,5.69,22.03,-0.59,-0.38,-0.20,0.34,0.22,-0.04,0.08,12.44,0.46,-1.00,-1.00,48.23,-0.13,0.29,0.56,36.00,0.92,-1.00,-1.00,0.00,0.08,0.29,0.05,-0.02,0.01,1.02,0.55,29.50,0.60,0.75,-1.00,-1.00,0.14,70.82,78.56,0.29,9.61,1490,,,,,
2265,Fe Maidens,3,6.09,-0.11,-0.27,-0.35,0.41,0.00,24.45,0.41,-1.00,-1.00,8.15,30.19,-1.40,-0.53,-0.24,0.32,0.35,0.49,-0.03,28.70,2.03,-1.00,-1.00,78.77,0.33,0.25,0.43,50.31,0.69,-1.00,-1.00,0.00,-0.03,-0.04,-0.11,0.06,0.22,1.32,4.97,53.16,1.13,2.44,-1.00,-1.00,-0.59,113.93,110.75,0.34,49.70,1507,,,,,
2344,The Saunders Droid Factory ,2,3.28,-0.10,-0.17,-0.16,0.02,0.00,1.09,0.02,-1.00,-1.00,0.36,4.98,-0.34,-0.50,-0.16,0.32,0.23,0.01,-0.01,20.30,0.51,-1.00,-1.00,34.14,0.05,0.05,0.04,11.04,-1.00,-1.00,-1.00,-0.00,-0.01,0.18,-0.00,0.20,-0.01,5.41,0.04,25.23,0.60,0.58,-1.00,-1.00,-0.16,44.79,44.77,0.09,-13.54,1444,,,,,
2383,Ninjineers,3,4.45,0.05,1.09,1.10,-0.14,0.00,-8.27,-0.14,-1.00,-1.00,-2.76,-2.72,0.22,0.83,0.18,0.33,0.39,0.29,0.13,51.11,2.79,-1.00,-1.00,77.89,0.16,0.07,0.30,26.60,0.71,-1.00,-1.00,0.00,0.13,-0.10,0.33,0.15,-0.16,3.15,-2.31,42.84,1.14,2.66,-1.00,-1.00,1.28,72.86,85.37,0.21,14.03,1492,,,,,
2579,LIC Robodogs,2,4.09,0.08,0.28,0.29,0.11,0.00,6.68,0.11,-1.00,-1.00,2.23,10.79,0.57,1.63,0.54,0.34,0.31,0.10,0.00,26.05,0.93,-1.00,-1.00,45.97,0.15,0.15,0.14,20.45,-1.00,-1.00,-1.00,0.00,0.00,0.05,0.12,0.05,0.13,1.76,3.69,31.35,0.74,1.02,-1.00,-1.00,0.76,58.42,58.58,0.19,4.86,1468,,,,,
2791,Shaker Robotics,3,4.66,-0.01,0.13,0.13,0.33,0.00,19.62,0.33,-1.00,-1.00,6.54,24.41,0.49,1.07,0.40,0.33,0.35,0.46,-0.02,31.96,2.11,-1.00,-1.00,65.86,0.23,0.22,0.22,33.50,0.68,-1.00,-1.00,0.00,-0.02,-0.01,0.11,-0.02,0.96,-0.64,24.44,51.59,1.13,2.44,-1.00,-1.00,0.53,114.72,113.10,0.30,52.00,1594,,,,,
2895,Blazenbots,2,3.33,-0.09,-0.14,-0.14,0.02,0.00,1.44,0.02,-1.00,-1.00,0.48,5.34,-0.28,-0.37,-0.12,0.32,0.24,0.02,-0.01,20.66,0.53,-1.00,-1.00,34.88,0.05,0.05,0.05,11.63,-1.00,-1.00,-1.00,-0.00,-0.01,0.17,0.00,0.19,-0.00,5.18,0.26,25.61,0.61,0.61,-1.00,-1.00,-0.11,45.64,45.63,0.10,-12.39,1423,,,,,
3017,Patriots,2,4.68,0.21,0.60,0.61,0.18,0.00,10.73,0.18,-1.00,-1.00,3.58,14.99,1.23,3.17,1.04,0.35,0.36,0.17,0.01,30.21,1.24,-1.00,-1.00,54.54,0.22,0.22,0.22,27.27,-1.00,-1.00,-1.00,0.01,0.01,-0.04,0.21,-0.05,0.23,-0.88,6.33,35.78,0.83,1.34,-1.00,-1.00,1.44,68.30,68.59,0.27,18.18,1412,,,,,
3419,RoHawks,3,4.84,0.14,0.03,0.05,-0.07,0.00,-4.45,-0.07,-1.00,-1.00,-1.48,0.45,-0.49,0.35,0.00,0.34,0.37,0.47,0.08,52.72,3.10,-1.00,-1.00,78.84,-0.07,0.68,-0.08,26.12,0.47,-1.00,-1.00,0.00,0.08,-0.24,0.65,-0.28,0.18,-8.22,7.84,48.27,1.24,3.03,-1.00,-1.00,0.05,87.13,94.69,0.39,37.39,1578,,,,,
3760,Aerospace,2,2.51,-0.27,-0.60,-0.60,-0.07,0.00,-4.26,-0.07,-1.00,-1.00,-1.42,-0.58,-1.21,-2.54,-0.83,0.30,0.16,-0.07,-0.02,14.79,0.10,-1.00,-1.00,22.81,-0.05,-0.05,-0.05,2.03,-1.00,-1.00,-1.00,-0.01,-0.02,0.29,-0.12,0.33,-0.15,8.90,-3.46,19.37,0.47,0.17,-1.00,-1.00,-1.05,31.73,31.54,-0.01,-31.17,1417,,,,,
4012,Bad News Bots,2,3.88,0.03,0.16,0.16,0.09,0.00,5.18,0.09,-1.00,-1.00,1.73,9.22,0.33,1.06,0.35,0.33,0.29,0.08,0.00,24.50,0.82,-1.00,-1.00,42.79,0.12,0.12,0.12,17.92,-1.00,-1.00,-1.00,0.00,0.00,0.09,0.09,0.09,0.09,2.74,2.70,29.70,0.70,0.90,-1.00,-1.00,0.51,54.75,54.87,0.17,-0.10,1440,,,,,
4263,CyberDragon,2,3.08,-0.14,-0.28,-0.28,-0.01,0.00,-0.31,-0.01,-1.00,-1.00,-0.10,3.52,-0.57,-1.03,-0.34,0.31,0.21,-0.01,-0.01,18.86,0.40,-1.00,-1.00,31.18,0.02,0.02,0.02,8.69,-1.00,-1.00,-1.00,-0.01,-0.01,0.21,-0.04,0.23,-0.05,6.32,-0.88,23.70,0.57,0.48,-1.00,-1.00,-0.40,41.37,41.31,0.06,-18.15,1407,,,,,
4299,BCS Robo Sharks,2,3.23,-0.11,-0.20,-0.19,0.01,0.00,0.73,0.01,-1.00,-1.00,0.24,4.60,-0.40,-0.64,-0.21,0.32,0.23,0.01,-0.01,19.92,0.48,-1.00,-1.00,33.37,0.04,0.04,0.04,10.43,-1.00,-1.00,-1.00,-0.00,-0.01,0.18,-0.01,0.21,-0.02,5.65,-0.20,24.83,0.59,0.56,-1.00,-1.00,-0.23,43.90,43.87,0.08,-14.75,1394,,,,,
4383,The P-TECH Fly-Bots,2,2.45,-0.29,-0.63,-0.63,-0.08,0.00,-4.68,-0.08,-1.00,-1.00,-1.56,-1.02,-1.28,-2.70,-0.89,0.30,0.16,-0.08,-0.02,14.36,0.07,-1.00,-1.00,21.92,-0.06,-0.06,-0.06,1.32,-1.00,-1.00,-1.00,-0.01,-0.02,0.30,-0.13,0.35,-0.16,9.18,-3.73,18.91,0.46,0.13,-1.00,-1.00,-1.12,30.70,30.50,-0.02,-32.56,1388,,,,,
4528,Automatons,2,3.33,-0.09,-0.15,-0.14,0.02,0.00,1.42,0.02,-1.00,-1.00,0.47,5.32,-0.28,-0.38,-0.12,0.32,0.24,0.02,-0.01,20.64,0.53,-1.00,-1.00,34.83,0.05,0.05,0.05,11.59,-1.00,-1.00,-1.00,-0.00,-0.01,0.17,0.00,0.19,-0.01,5.20,0.25,25.59,0.61,0.61,-1.00,-1.00,-0.11,45.59,45.58,0.10,-12.47,1464,,,,,
4571,Rambots,3,3.45,0.11,0.23,0.26,-0.09,0.00,-5.45,-0.09,-1.00,-1.00,-1.82,-1.73,-0.47,-0.41,-0.19,0.34,0.22,0.28,-0.04,35.69,1.46,-1.00,-1.00,87.70,0.53,0.20,0.32,52.20,0.40,-1.00,-1.00,0.00,-0.04,-0.21,-0.02,-0.42,0.11,-11.42,2.68,30.25,0.80,1.37,-1.00,-1.00,0.07,88.65,85.09,0.14,44.63,1512,,,,,
4613,Barker Redbacks,3,4.67,0.09,16.22,16.22,-0.01,0.00,-0.65,-0.01,-1.00,-1.00,-0.22,20.24,-0.07,69.65,22.94,0.33,0.30,-0.17,-0.01,18.47,-0.16,-1.00,-1.00,88.24,0.29,0.29,0.36,46.83,0.89,-1.00,-1.00,0.91,-0.01,0.05,0.19,-0.12,-0.08,-2.87,-1.10,17.82,0.45,-0.17,-1.00,-1.00,39.16,107.38,124.28,0.62,64.50,1586,,,,,
4640,Metallic Panthers 4640,2,2.16,-0.35,-0.79,-0.79,-0.11,0.00,-6.68,-0.11,-1.00,-1.00,-2.23,-3.09,-1.60,-3.46,-1.14,0.29,0.13,-0.11,-0.02,12.31,-0.08,-1.00,-1.00,17.70,-0.10,-0.10,-0.10,-2.03,-1.00,-1.00,-1.00,-0.01,-0.02,0.35,-0.18,0.40,-0.21,10.48,-5.03,16.73,0.41,-0.02,-1.00,-1.00,-1.45,25.84,25.58,-0.06,-39.11,1395,,,,,
4773,Steel Horses,2,3.14,-0.13,-0.25,-0.24,0.00,0.00,0.13,0.00,-1.00,-1.00,0.04,3.98,-0.49,-0.87,-0.28,0.32,0.22,-0.00,-0.01,19.31,0.44,-1.00,-1.00,32.11,0.03,0.03,0.02,9.43,-1.00,-1.00,-1.00,-0.01,-0.01,0.20,-0.03,0.22,-0.04,6.03,-0.59,24.18,0.58,0.51,-1.00,-1.00,-0.32,42.45,42.40,0.07,-16.69,1406,,,,,
4856,Double X,2,3.63,-0.02,0.02,0.03,0.06,0.00,3.50,0.06,-1.00,-1.00,1.17,7.49,0.06,0.42,0.14,0.33,0.26,0.05,-0.00,22.78,0.69,-1.00,-1.00,39.25,0.09,0.09,0.09,15.10,-1.00,-1.00,-1.00,-0.00,-0.00,0.12,0.05,0.14,0.05,3.83,1.61,27.87,0.66,0.77,-1.00,-1.00,0.24,50.67,50.73,0.13,-5.60,1431,,,,,
5030,The Second Mouse,3,-0.45,-0.01,2.74,2.74,0.27,0.00,16.04,0.27,-1.00,-1.00,5.35,18.34,-0.42,3.64,1.11,0.33,0.37,0.06,-0.01,19.59,0.66,-1.00,-1.00,55.61,0.25,-0.03,0.48,34.92,0.71,-1.00,-1.00,-0.01,-0.01,-0.18,0.04,-0.08,0.15,-2.81,4.02,35.63,0.76,0.92,-1.00,-1.00,3.85,77.97,76.72,0.44,10.10,1526,,,,,
5202,NewRo Bots,3,4.46,0.21,0.06,0.08,-0.02,0.00,-1.48,-0.02,-1.00,-1.00,-0.49,3.07,-0.87,0.24,-0.01,0.34,0.41,-0.15,-0.01,24.35,0.18,-1.00,-1.00,38.51,0.09,0.08,0.12,14.17,0.60,-1.00,-1.00,0.00,-0.01,0.23,0.57,-0.24,-0.05,-4.91,1.58,22.88,0.58,0.16,-1.00,-1.00,0.07,43.15,42.35,-0.07,-30.05,1405,,,,,
5298,E-TECH CHARGERS,2,2.56,-0.26,-0.57,-0.56,-0.06,0.00,-3.86,-0.06,-1.00,-1.00,-1.29,-0.17,-1.15,-2.39,-0.78,0.30,0.17,-0.07,-0.02,15.21,0.13,-1.00,-1.00,23.65,-0.04,-0.04,-0.05,2.70,-1.00,-1.00,-1.00,-0.01,-0.02,0.29,-0.11,0.32,-0.14,8.64,-3.20,19.81,0.48,0.20,-1.00,-1.00,-0.99,32.70,32.53,-0.00,-29.85,1441,,,,,
5421,Birch Bots,2,3.63,-0.02,0.02,0.03,0.06,0.00,3.46,0.06,-1.00,-1.00,1.15,7.44,0.05,0.40,0.13,0.33,0.26,0.05,-0.00,22.73,0.69,-1.00,-1.00,39.16,0.09,0.09,0.09,15.03,-1.00,-1.00,-1.00,-0.00,-0.00,0.12,0.05,0.14,0.05,3.86,1.58,27.83,0.66,0.77,-1.00,-1.00,0.23,50.57,50.63,0.13,-5.74,1404,,,,,
5599,The Sentinels,3,3.79,0.02,0.12,0.13,0.17,0.00,10.42,0.17,-1.00,-1.00,3.47,14.35,1.08,0.06,0.12,0.23,0.18,0.12,-0.05,12.33,0.29,-1.00,-1.00,24.38,0.02,0.06,0.15,11.93,0.00,-1.00,-1.00,0.00,-0.05,0.53,0.46,0.51,0.21,15.34,7.60,22.75,0.48,0.46,-1.00,-1.00,0.26,46.33,41.80,0.13,-34.73,1294,,,,,
5806,Horace Mann School,3,5.17,-0.02,2.22,2.22,0.17,0.00,10.19,0.17,-1.00,-1.00,3.40,17.59,-0.37,1.13,0.37,0.33,0.24,0.07,-0.00,18.82,0.57,-1.00,-1.00,33.33,0.17,0.09,0.02,14.15,0.30,-1.00,-1.00,0.10,-0.00,-0.05,-0.09,-0.15,-0.08,-4.00,-2.47,29.01,0.64,0.74,-1.00,-1.00,2.58,48.44,50.16,0.09,-14.36,1419,,,,,
5891,UASGC Robosquad,2,4.07,0.07,0.26,0.27,0.11,0.00,6.49,0.11,-1.00,-1.00,2.16,10.59,0.54,1.56,0.51,0.34,0.30,0.10,0.00,25.85,0.92,-1.00,-1.00,45.57,0.14,0.14,0.14,20.13,-1.00,-1.00,-1.00,0.00,0.00,0.06,0.11,0.06,0.12,1.88,3.56,31.14,0.73,1.01,-1.00,-1.00,0.73,57.96,58.12,0.19,4.24,1411,,,,,
6195,GOLDBOTS,2,2.05,-0.37,-0.85,-0.85,-0.12,0.00,-7.39,-0.12,-1.00,-1.00,-2.46,-3.83,-1.72,-3.73,-1.22,0.29,0.12,-0.12,-0.03,11.58,-0.13,-1.00,-1.00,16.19,-0.11,-0.11,-0.11,-3.23,-1.00,-1.00,-1.00,-0.01,-0.03,0.36,-0.19,0.41,-0.23,10.95,-5.50,15.95,0.40,-0.08,-1.00,-1.00,-1.57,24.10,23.81,-0.07,-41.46,1377,,,,,
6354,Jiayi Superhuman Strength,3,3.18,-0.05,0.60,0.60,0.07,0.00,4.14,0.07,-1.00,-1.00,1.38,7.92,-0.02,2.66,0.77,0.33,-0.01,0.04,0.00,11.71,0.08,-1.00,-1.00,15.77,-0.04,0.02,0.09,3.29,0.10,-1.00,-1.00,-0.01,0.00,0.49,-0.27,0.29,-0.04,9.83,-2.23,15.84,0.36,0.15,-1.00,-1.00,1.37,21.45,21.30,0.08,-38.41,1312,,,,,
6402,GOKTURKLER,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
6415,GULTEPE ROBOTICS,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
6431,NoktaParantez,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
6590,SaviTech,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
