SevenRivers,wila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
1739,Chicago Knights,3,4.17,0.11,-3.39,-3.35,0.14,0.00,8.10,0.14,-1.00,-1.00,2.70,8.92,-0.69,-1.23,-0.45,0.33,0.33,0.27,-0.05,29.85,1.28,-1.00,-1.00,39.61,0.04,0.08,0.08,10.21,0.56,-1.00,-1.00,0.02,-0.05,-0.09,-0.02,-0.17,-0.04,-4.61,-1.02,37.95,0.88,1.42,-1.00,-1.00,-3.80,47.51,42.42,-0.00,-24.00,1417,,,,,
1986,Team Titanium,3,6.29,-0.04,30.40,30.40,0.25,0.00,15.13,0.25,-1.00,-1.00,5.04,51.82,-0.56,67.90,22.32,0.33,0.33,0.28,-0.04,26.19,1.29,-1.00,-1.00,107.37,0.19,0.39,0.60,58.87,0.94,-1.00,-1.00,0.97,-0.04,0.07,-0.09,0.07,-0.18,1.96,-4.85,41.32,0.91,1.54,-1.00,-1.00,52.73,154.34,169.49,0.63,68.31,1736,,,,,
2062,C.O.R.E  2062,3,4.19,4.45,-0.43,0.91,0.29,0.00,17.16,0.29,-1.00,-1.00,5.72,22.27,5.72,-3.27,-0.48,0.33,0.35,0.58,0.18,46.44,3.83,-1.00,-1.00,96.66,0.19,0.32,0.50,50.70,0.80,-1.00,-1.00,0.00,0.18,0.17,0.34,0.02,-0.10,1.32,-0.77,63.60,1.45,4.11,-1.00,-1.00,0.43,118.15,136.29,0.51,57.46,1592,,,,,
2077,Laser Robotics,3,4.68,0.01,0.01,-0.02,0.28,0.00,16.61,0.28,-1.00,-1.00,5.54,21.28,-0.34,0.71,0.14,0.33,0.39,0.07,-0.08,17.73,0.32,-1.00,-1.00,36.22,0.16,-0.05,0.26,18.36,0.77,-1.00,-1.00,0.00,-0.08,0.09,0.25,-0.03,0.13,-0.21,4.45,34.34,0.72,0.60,-1.00,-1.00,0.12,61.95,53.89,0.01,-7.88,1404,,,,,
2194,Fondy Fire,3,4.88,1.12,-0.24,0.10,0.63,0.00,37.67,0.63,-1.00,-1.00,12.56,42.66,-1.30,-2.54,-0.94,0.33,0.35,0.48,0.01,21.81,2.03,-1.00,-1.00,81.52,0.41,0.34,0.47,60.65,0.83,-1.00,-1.00,0.00,0.01,0.13,-0.17,0.32,-0.29,8.72,-8.01,59.48,1.17,2.66,-1.00,-1.00,-0.84,116.17,116.80,0.16,14.06,1552,,,,,
2451,PWNAGE,3,3.83,0.24,9.04,9.11,-0.05,0.00,-3.14,-0.05,-1.00,-1.00,-1.05,9.81,-0.70,26.92,8.48,0.33,0.33,0.40,0.11,48.87,2.94,-1.00,-1.00,79.42,0.33,0.36,-0.25,22.06,0.82,-1.00,-1.00,0.11,0.11,-0.08,0.14,0.94,-0.16,23.22,-3.31,45.74,1.17,2.89,-1.00,-1.00,17.59,85.91,98.78,0.22,19.91,1576,,,,,
2506,Saber Robotics,3,3.10,-0.34,-0.06,-0.16,-0.04,0.00,-2.67,-0.04,-1.00,-1.00,-0.89,0.28,0.95,1.62,0.43,0.33,0.33,0.07,0.02,31.67,1.09,-1.00,-1.00,42.22,0.37,-0.13,-0.04,10.13,0.10,-1.00,-1.00,0.00,0.02,-0.13,-0.01,-0.10,0.02,-3.15,0.39,29.01,0.75,1.04,-1.00,-1.00,0.27,42.90,45.02,-0.08,-50.10,1369,,,,,
2530,Inconceivable,3,4.40,-0.00,-0.37,-0.37,0.23,0.00,13.90,0.23,-1.00,-1.00,4.63,17.92,0.49,-0.37,-0.01,0.33,0.33,0.22,-0.02,25.23,1.16,-1.00,-1.00,53.80,-0.22,0.32,0.47,28.58,0.67,-1.00,-1.00,0.00,-0.02,0.10,-0.13,-0.13,0.60,-2.77,14.34,39.13,0.86,1.40,-1.00,-1.00,-0.39,86.06,83.68,0.26,33.38,1532,,,,,
2826,Wave Robotics,3,4.17,0.21,1.30,1.36,-0.12,0.00,-7.25,-0.12,-1.00,-1.00,-2.42,-1.72,-0.20,4.12,1.32,0.33,0.37,0.22,0.00,41.96,1.75,-1.00,-1.00,64.08,-0.15,0.55,0.03,20.80,0.54,-1.00,-1.00,0.07,0.00,0.08,0.03,0.06,-0.04,1.86,-0.83,34.71,0.93,1.63,-1.00,-1.00,2.68,61.54,62.98,0.17,28.08,1555,,,,,
2830,Riverside RoboTigers,3,4.79,0.27,-0.43,-0.32,0.43,0.00,26.06,0.43,-1.00,-1.00,8.69,30.54,-0.48,-0.66,-0.26,0.33,0.36,0.41,0.12,31.45,2.64,-1.00,-1.00,53.07,0.18,-0.09,0.35,21.88,0.58,-1.00,-1.00,0.00,0.12,-0.10,0.30,-0.12,0.21,-3.47,6.78,57.51,1.22,3.07,-1.00,-1.00,-0.58,90.38,102.54,0.09,15.72,1449,,,,,
2977,Sir Lancer Bots,3,3.17,0.17,-0.13,-0.08,-0.09,0.00,-5.67,-0.09,-1.00,-1.00,-1.89,-2.57,-2.11,0.01,-0.42,0.33,0.08,-0.14,-0.03,13.80,-0.49,-1.00,-1.00,52.57,0.48,0.15,0.15,39.19,0.75,-1.00,-1.00,0.00,-0.03,0.21,0.12,0.22,-0.11,6.47,-2.04,8.14,0.25,-0.58,-1.00,-1.00,-0.50,47.96,44.96,-0.13,-7.19,1502,,,,,
3090,Ramhawks,2,3.75,0.00,0.09,0.10,0.07,0.00,4.34,0.07,-1.00,-1.00,1.45,8.35,0.19,0.74,0.24,0.33,0.28,0.07,-0.00,23.64,0.75,-1.00,-1.00,41.02,0.11,0.11,0.10,16.51,-1.00,-1.00,-1.00,-0.00,-0.00,0.10,0.07,0.11,0.07,3.29,2.16,28.79,0.68,0.84,-1.00,-1.00,0.38,52.71,52.80,0.15,-2.85,1507,,,,,
3100,Lightning Turtles,2,4.40,0.15,0.45,0.46,0.15,0.00,8.80,0.15,-1.00,-1.00,2.93,12.99,0.92,2.44,0.80,0.34,0.33,0.14,0.01,28.22,1.09,-1.00,-1.00,50.46,0.19,0.19,0.18,24.02,-1.00,-1.00,-1.00,0.00,0.01,0.01,0.17,-0.00,0.18,0.38,5.07,33.67,0.79,1.19,-1.00,-1.00,1.12,63.59,63.82,0.23,11.83,1444,,,,,
3276,TOOLCATS,3,-0.87,0.11,5.33,5.37,-0.04,0.00,-2.24,-0.04,-1.00,-1.00,-0.75,2.26,0.33,2.50,0.73,0.33,0.32,0.21,-0.02,35.59,1.41,-1.00,-1.00,60.50,0.04,0.17,0.27,24.18,0.38,-1.00,-1.00,0.00,-0.02,-0.02,0.44,-0.00,0.23,-0.12,8.08,33.35,0.85,1.37,-1.00,-1.00,6.10,70.84,69.33,0.10,13.75,1500,,,,,
3381,Manitowoc County Droid Rage 3381,3,5.13,-0.03,0.49,0.47,0.09,0.00,5.32,0.09,-1.00,-1.00,1.77,10.92,-0.62,-1.12,-0.37,0.33,0.34,0.34,0.05,38.82,2.24,-1.00,-1.00,59.65,0.15,0.11,0.16,21.20,0.60,-1.00,-1.00,0.00,0.05,0.01,-0.02,0.43,-0.10,10.77,-2.59,44.15,1.06,2.33,-1.00,-1.00,0.09,67.98,73.14,0.12,-18.31,1405,,,,,
3418,Robo Riot,3,6.01,-0.11,0.93,0.93,0.43,0.00,25.53,0.43,-1.00,-1.00,8.51,32.47,-0.10,-1.43,-0.45,0.33,0.32,0.45,0.09,30.45,2.54,-1.00,-1.00,75.47,0.33,0.38,0.20,45.47,0.77,-1.00,-1.00,0.00,0.09,0.01,-0.05,0.56,0.12,14.08,2.84,55.97,1.19,2.97,-1.00,-1.00,0.48,110.77,120.03,0.45,21.98,1532,,,,,
3695,Foximus Prime,3,4.64,0.00,0.35,0.35,0.06,0.00,3.38,0.06,-1.00,-1.00,1.13,8.37,-0.18,0.30,0.11,0.33,0.24,0.15,0.00,27.01,1.05,-1.00,-1.00,69.79,0.44,0.11,0.30,42.67,0.77,-1.00,-1.00,-0.00,0.00,-0.11,0.40,-0.03,0.09,-1.16,4.17,30.39,0.73,1.11,-1.00,-1.00,0.46,82.33,82.28,0.21,22.53,1463,,,,,
3750,Gator Robotics,3,5.33,-0.13,0.41,0.37,0.20,0.00,11.92,0.20,-1.00,-1.00,3.97,17.63,2.10,-1.44,-0.46,0.33,0.45,0.07,0.13,31.48,1.75,-1.00,-1.00,48.66,0.46,-0.29,0.18,17.64,0.50,-1.00,-1.00,0.00,0.13,0.06,-0.17,0.29,-0.02,7.56,-1.39,43.40,0.99,1.94,-1.00,-1.00,-0.09,64.89,77.70,0.23,-8.55,1533,,,,,
4021,igKnightion,2,4.97,0.28,0.76,0.77,0.21,0.00,12.74,0.21,-1.00,-1.00,4.25,17.08,1.56,3.94,1.30,0.35,0.39,0.20,0.02,32.27,1.39,-1.00,-1.00,58.79,0.26,0.26,0.25,30.65,-1.00,-1.00,-1.00,0.01,0.02,-0.08,0.25,-0.10,0.28,-2.20,7.64,37.98,0.88,1.49,-1.00,-1.00,1.77,73.20,73.56,0.31,24.80,1527,,,,,
4247,CougarBots,3,5.52,-0.10,-0.08,-0.09,-0.11,0.00,-6.55,-0.11,-1.00,-1.00,-2.18,-1.12,5.52,1.22,0.92,0.33,0.17,-0.00,0.01,24.80,0.50,-1.00,-1.00,63.38,0.10,0.22,0.43,37.66,0.60,-1.00,-1.00,0.00,0.01,0.25,-0.01,0.35,0.24,10.07,5.92,18.25,0.51,0.39,-1.00,-1.00,0.83,68.18,69.28,0.12,-11.66,1329,,,,,
4531,STEMpunk,3,4.97,0.07,-0.02,0.01,-0.14,0.00,-8.53,-0.14,-1.00,-1.00,-2.84,-3.55,0.15,-1.52,-0.37,0.33,0.36,0.17,0.09,43.82,2.08,-1.00,-1.00,71.10,0.19,0.12,0.24,27.65,0.70,-1.00,-1.00,0.00,0.09,-0.10,-0.05,0.11,0.75,2.27,18.56,35.29,0.95,1.93,-1.00,-1.00,-0.35,86.11,94.90,-0.15,-24.62,1405,,,,,
4624,Rebel Alliance,3,3.02,0.00,-0.33,-0.33,-0.10,0.00,-5.73,-0.10,-1.00,-1.00,-1.91,-3.04,-0.44,17.91,5.66,0.33,0.17,-0.02,0.01,23.37,0.40,-1.00,-1.00,61.03,0.06,0.21,0.37,32.01,0.50,-1.00,-1.00,0.00,0.01,0.01,-0.05,0.11,0.11,2.89,2.46,17.64,0.49,0.30,-1.00,-1.00,5.33,60.46,61.03,0.23,-4.99,1497,,,,,
4657,Saints Robotics,2,1.38,-0.52,-1.23,-1.22,-0.20,0.00,-12.05,-0.20,-1.00,-1.00,-4.02,-8.68,-2.48,-5.51,-1.81,0.28,0.06,-0.20,-0.04,6.78,-0.48,-1.00,-1.00,6.32,-0.19,-0.19,-0.20,-11.09,-1.00,-1.00,-1.00,-0.02,-0.04,0.47,-0.29,0.53,-0.35,13.99,-8.55,10.85,0.28,-0.44,-1.00,-1.00,-2.35,12.72,12.28,-0.16,-56.81,1397,,,,,
4762,Robo-Saints,2,2.96,-0.17,-0.35,-0.34,-0.02,0.00,-1.13,-0.02,-1.00,-1.00,-0.38,2.67,-0.70,-1.35,-0.44,0.31,0.20,-0.02,-0.01,18.01,0.34,-1.00,-1.00,29.43,0.01,0.01,0.00,7.30,-1.00,-1.00,-1.00,-0.01,-0.01,0.23,-0.05,0.25,-0.07,6.86,-1.42,22.80,0.55,0.41,-1.00,-1.00,-0.53,39.36,39.28,0.05,-20.86,1470,,,,,
4959,Millennium Falcons,3,5.09,0.00,-0.46,-0.46,0.33,0.00,19.61,0.33,-1.00,-1.00,6.54,24.24,-0.47,0.65,0.25,0.33,0.38,0.23,0.06,27.02,1.70,-1.00,-1.00,62.22,0.08,0.24,0.38,34.95,0.71,-1.00,-1.00,-0.00,0.06,-0.07,0.09,0.15,0.14,3.43,3.99,46.63,1.00,2.03,-1.00,-1.00,-0.21,90.44,96.14,0.32,45.83,1538,,,,,
5003,Topperbotics,2,3.68,-0.01,0.05,0.06,0.06,0.00,3.83,0.06,-1.00,-1.00,1.28,7.82,0.11,0.54,0.18,0.33,0.27,0.06,-0.00,23.11,0.71,-1.00,-1.00,39.93,0.10,0.10,0.09,15.65,-1.00,-1.00,-1.00,-0.00,-0.00,0.12,0.06,0.13,0.06,3.62,1.82,28.23,0.67,0.80,-1.00,-1.00,0.29,51.46,51.53,0.14,-4.53,1383,,,,,
5019,Gearbox Heroes,2,2.93,-0.18,-0.37,-0.36,-0.02,0.00,-1.33,-0.02,-1.00,-1.00,-0.44,2.46,-0.73,-1.42,-0.47,0.31,0.20,-0.03,-0.01,17.81,0.33,-1.00,-1.00,29.01,0.00,0.00,-0.00,6.96,-1.00,-1.00,-1.00,-0.01,-0.01,0.23,-0.06,0.26,-0.08,6.99,-1.54,22.58,0.54,0.40,-1.00,-1.00,-0.57,38.88,38.78,0.04,-21.52,1428,,,,,
5098,STING - R,3,3.02,0.00,0.55,0.55,-0.06,0.00,-3.60,-0.06,-1.00,-1.00,-1.20,-0.03,-0.14,4.31,1.34,0.33,0.28,0.09,-0.02,30.19,0.91,-1.00,-1.00,67.78,0.13,0.18,0.42,36.24,0.56,-1.00,-1.00,-0.02,-0.02,0.25,0.44,0.19,-0.12,5.98,-0.77,26.59,0.69,0.85,-1.00,-1.00,1.89,66.97,65.12,0.31,-1.83,1473,,,,,
5148,New Berlin Blitz,3,3.36,0.06,0.31,0.32,0.06,0.00,3.70,0.06,-1.00,-1.00,1.23,7.38,-1.37,4.90,1.47,0.33,0.34,0.12,-0.02,28.51,0.98,-1.00,-1.00,57.78,0.10,0.24,0.21,27.80,0.80,-1.00,-1.00,0.00,-0.02,0.24,0.05,0.19,0.35,6.06,9.06,32.21,0.77,1.04,-1.00,-1.00,1.79,74.23,72.30,0.46,38.74,1514,,,,,
5339,Hurricanes,2,3.95,0.05,0.20,0.21,0.09,0.00,5.70,0.09,-1.00,-1.00,1.90,9.76,0.41,1.26,0.41,0.33,0.29,0.09,0.00,25.03,0.86,-1.00,-1.00,43.89,0.13,0.13,0.13,18.79,-1.00,-1.00,-1.00,0.00,0.00,0.08,0.10,0.08,0.10,2.40,3.04,30.27,0.71,0.94,-1.00,-1.00,0.60,56.02,56.15,0.18,1.61,1445,,,,,
5442,Mechanical Monarchy,3,2.58,0.30,0.81,0.89,-0.10,0.00,-6.02,-0.10,-1.00,-1.00,-2.01,-2.55,6.87,1.41,1.24,0.33,0.39,-0.19,0.00,25.20,0.11,-1.00,-1.00,56.75,0.18,0.01,0.41,30.30,0.82,-1.00,-1.00,0.05,0.00,-0.16,-0.25,-0.10,0.12,-3.44,1.85,19.18,0.53,0.01,-1.00,-1.00,2.13,56.05,57.10,0.11,-30.70,1511,,,,,
5586,Bond Brigade,3,3.49,1.18,-0.38,-0.01,-0.10,0.00,-6.10,-0.10,-1.00,-1.00,-2.03,-2.62,-1.28,-1.71,-0.76,0.33,0.26,0.23,-0.08,34.10,1.09,-1.00,-1.00,48.08,0.02,0.13,0.15,14.75,0.50,-1.00,-1.00,0.00,-0.08,-0.06,0.08,0.74,-0.16,18.27,-3.56,27.99,0.75,0.98,-1.00,-1.00,-0.77,41.90,34.13,-0.07,-62.89,1300,,,,,
5826,Avis Automata,2,4.24,0.11,0.36,0.37,0.13,0.00,7.68,0.13,-1.00,-1.00,2.56,11.83,0.74,2.01,0.66,0.34,0.32,0.12,0.01,27.08,1.01,-1.00,-1.00,48.09,0.17,0.17,0.16,22.14,-1.00,-1.00,-1.00,0.00,0.01,0.03,0.14,0.03,0.16,1.11,4.34,32.45,0.76,1.10,-1.00,-1.00,0.93,60.87,61.06,0.21,8.16,1420,,,,,
5903,ThorBots,2,4.88,0.26,0.71,0.72,0.20,0.00,12.13,0.20,-1.00,-1.00,4.04,16.44,1.46,3.71,1.22,0.35,0.38,0.19,0.02,31.64,1.34,-1.00,-1.00,57.50,0.25,0.25,0.24,29.62,-1.00,-1.00,-1.00,0.01,0.02,-0.07,0.24,-0.09,0.27,-1.80,7.24,37.31,0.87,1.44,-1.00,-1.00,1.67,71.71,72.04,0.30,22.78,1442,,,,,
5914,Caledonia Robotic Warriors,2,4.62,0.20,0.57,0.58,0.17,0.00,10.34,0.17,-1.00,-1.00,3.45,14.58,1.17,3.02,0.99,0.35,0.35,0.16,0.01,29.80,1.21,-1.00,-1.00,53.71,0.21,0.22,0.21,26.60,-1.00,-1.00,-1.00,0.01,0.01,-0.03,0.20,-0.04,0.22,-0.63,6.07,35.35,0.82,1.30,-1.00,-1.00,1.37,67.34,67.61,0.26,16.88,1399,,,,,
6166,Thorobotics,2,5.75,0.45,1.19,1.21,0.30,0.00,18.12,0.30,-1.00,-1.00,6.04,22.67,2.44,5.99,1.97,0.37,0.46,0.29,0.03,37.81,1.79,-1.00,-1.00,70.19,0.36,0.36,0.35,39.71,-1.00,-1.00,-1.00,0.02,0.03,-0.20,0.37,-0.24,0.42,-5.71,11.16,43.87,1.01,1.91,-1.00,-1.00,2.67,86.33,86.86,0.41,42.52,1512,,,,,
6419,ICE,3,3.34,0.00,0.25,0.25,0.19,0.00,11.70,0.19,-1.00,-1.00,3.90,15.28,0.21,-6.49,-2.23,0.33,0.38,-0.08,-0.02,16.87,0.15,-1.00,-1.00,36.75,0.17,0.19,0.08,22.12,0.22,-1.00,-1.00,-0.03,-0.02,0.18,-0.19,0.30,-0.08,8.30,-3.09,28.56,0.62,0.35,-1.00,-1.00,-1.99,48.95,46.68,-0.14,-73.45,1334,,,,,
6420,Fire Island Robotics (Muscatine Iowa),3,2.95,-0.00,-0.20,-0.20,0.17,0.00,10.16,0.17,-1.00,-1.00,3.39,12.91,-0.59,0.30,-0.00,0.33,0.38,0.25,-0.03,30.31,1.39,-1.00,-1.00,62.75,0.17,0.31,0.17,32.44,0.44,-1.00,-1.00,0.00,-0.03,0.10,0.01,0.23,0.15,6.19,3.86,40.47,0.93,1.56,-1.00,-1.00,-0.20,79.52,76.25,-0.21,-23.79,1358,,,,,
6574,Ferradermis,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
6624,Marinette RoboMarines,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
6732,BHS RoboRaiders,1,3.68,0.02,0.06,0.06,0.04,0.00,2.68,0.04,-1.00,-1.00,0.89,6.43,0.08,0.15,0.05,0.33,0.24,0.04,-0.00,22.44,0.58,-1.00,-1.00,33.03,0.10,0.04,0.07,10.54,-1.00,-1.00,-1.00,-0.00,-0.00,0.11,0.06,0.15,0.06,4.17,1.88,25.12,0.61,0.62,-1.00,-1.00,0.11,41.34,41.00,0.10,-14.15,1350,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
